,Dominant_Topic,Perc_Contribution,Topic_Keywords,0
1761,2.0,0.1602,"man, woman, time, be, get, help, year, good, need, friend","[u'work', u'writing']"
1762,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'predator', u'misogynist', u'general', u'hole', u'beware', u'come']"
1763,2.0,0.1624,"man, woman, time, be, get, help, year, good, need, friend","[u'go', u'girl', u'proud', u'illinois', u'woman', u'tell', u'story']"
1764,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'write', u'post', u'facebook', u'suspend']"
1765,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'agree', u'human', u'element', u'write', u'code', u'see', u'post', u'employ', u'human', u'deal', u'fallout']"
1766,2.0,0.1613,"man, woman, time, be, get, help, year, good, need, friend","[u'reprint', u'tango', u'suspend', u'facebook', u'post']"
1767,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'speak', u'language', u'maybe', u'pull', u'mask', u'bit', u'day', u'zone']"
1768,2.0,0.1678,"man, woman, time, be, get, help, year, good, need, friend","[u'suspend', u'post', u'here']"
1769,2.0,0.1708,"man, woman, time, be, get, help, year, good, need, friend","[u'year', u'later', u'nothing', u'change']"
1770,2.0,0.1663,"man, woman, time, be, get, help, year, good, need, friend","[u'post', u'get', u'suspend']"
1771,2.0,0.1702,"man, woman, time, be, get, help, year, good, need, friend","[u'post', u'photo', u'document', u'sexual', u'harassment', u'remove', u'get', u'suspend', u'detail', u'pic']"
1772,2.0,0.1626,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'time', u'count', u'photographic', u'evidence', u'even', u'pic']"
1773,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'late', u'tananarive', u'due', u'daily', u'thank']"
1774,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'late', u'tananarive', u'due', u'daily', u'thank']"
1775,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'send', u'love', u'sharing', u'story']"
1776,2.0,0.1632,"man, woman, time, be, get, help, year, good, need, friend","[u'everyone', u'expose', u'sexual', u'predator', u'movement', u'continue', u'support', u'white_house']"
1777,2.0,0.1632,"man, woman, time, be, get, help, year, good, need, friend","[u'everyone', u'expose', u'sexual', u'predator', u'movement', u'continue', u'support', u'white_house']"
1778,2.0,0.1632,"man, woman, time, be, get, help, year, good, need, friend","[u'everyone', u'expose', u'sexual', u'predator', u'movement', u'continue', u'support', u'white_house']"
1779,2.0,0.1632,"man, woman, time, be, get, help, year, good, need, friend","[u'everyone', u'expose', u'sexual', u'predator', u'movement', u'continue', u'support', u'white_house']"
1780,2.0,0.1632,"man, woman, time, be, get, help, year, good, need, friend","[u'everyone', u'expose', u'sexual', u'predator', u'movement', u'continue', u'support', u'white_house']"
1781,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'benefit', u'even', u'big', u'settlement', u'great', u'enough', u'compensate', u'woman', u'make', u'sexual', u'assault', u'claim', u'go', u'hell', u'get', u'point', u'go', u'hell', u'believe', u'movement', u'shear', u'bravery']"
1782,2.0,0.1604,"man, woman, time, be, get, help, year, good, need, friend","[u'grow', u'time', u'believe', u'victim', u'start', u'change', u'culture', u'prevent', u'future', u'crime', u'thank']"
1783,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'love', u'week', u'podcast', u'post', u'last', u'month', u'convo', u'resonate', u'greatly']"
1784,2.0,0.1652,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'white', u'people', u'see', u'social_media', u'feed', u'may', u'finally', u'get']"
1785,2.0,0.1618,"man, woman, time, be, get, help, year, good, need, friend","[u'need', u'campaign', u'time', u'person', u'color', u'experience', u'racism']"
1786,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'wonder', u'many', u'woman', u'march', u'trump', u'inaugurate', u'maybe', u'understand']"
1787,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'twice']
1788,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'heartbreak']
1789,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'sad', u'say']"
1790,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'incredible', u'panel', u'show', u'today', u'thank', u'powerful', u'discussion', u'sexual', u'harassment']"
1791,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'elizabeth_perkin', u'holds_sign', u'naming', u'james_wood', u'march']"
1792,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'scream', u'look', u'woman', u'disclose', u'story', u'systemic', u'rape', u'violence']"
1793,2.0,0.1575,"man, woman, time, be, get, help, year, good, need, friend","[u'australia', u'mainly', u'women', u'medium', u'field', u'investigate', u'systemic', u'harassment', u'think', u'many', u'enough']"
1794,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'where', u's', u'outrage']"
1795,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'pretend', u'woman', u'attack', u'rape', u'victim', u'daily', u'atrack', u'woman', u'mental', u'health', u'issue']"
1796,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'try', u'explain', u'man', u'attack', u'rape', u'victim', u'call', u'crazy', u'help', u'claim', u'because']"
1797,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'have', u'watch', u'be', u'little', u'group', u'attack', u'rape', u'victim', u'daily_basis']"
1798,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'ashamed', u'sister', u'esoecially', u'week', u'be']"
1799,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'start', u'see', u'conversation', u'reece', u'witherspoon', u'woman', u'industry', u'speak', u'well', u'week']"
1800,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'great', u'work', u'see']"
1801,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'victim', u'be', u'go', u'judge', u'rape', u'victim', u'outfits', u'want', u'see', u'substance', u'expose', u'predator']"
1802,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'thing', u'big', u'secret', u'hundred', u'people', u'must', u'know', u'answer', u'expose', u'where', u's', u'kid']"
1803,2.0,0.167,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'concern', u'talk', u'victor', u'salvo', u'talk', u'shut', u's', u'make', u'film', u'abuse', u'yr_old']"
1804,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'convict', u'pedophile', u'victor', u'salva', u'hire', u'disney', u'direct', u'supernatural', u'drama', u'powder']"
1805,2.0,0.1603,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'aus']"
1806,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'name', u'victim', u'let', u'list', u'perpetrators_jessica', u'valenti', u'opinion', u'guardian']"
1807,2.0,0.1612,"man, woman, time, be, get, help, year, good, need, friend","[u'need', u'stop', u'ask', u'woman', u'fix', u'rape', u'culture']"
1808,2.0,0.1594,"man, woman, time, be, get, help, year, good, need, friend","[u'archive', u'sarah', u'monahan', u'blast', u'cate', u'blanchett', u'thank', u'robert', u'hugh', u'partner']"
1809,2.0,0.1652,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'know', u'sexually_harass', u'grope', u'assaulted', u'speak', u'inappropriately', u'sad', u'true']"
1810,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'interview', u'extraordinary', u'soul', u'actress', u'friend', u'mom', u'discuss', u'woman', u'leadership']"
1811,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'turn', u'titanic', u'sexual', u'epidemic', u'must', u'end', u'speak']"
1812,2.0,0.1618,"man, woman, time, be, get, help, year, good, need, friend","[u'much', u'courage', u'world', u'compass', u'truth']"
1813,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'take', u'much', u'courage', u'amazing', u'see', u'social_media', u'flood', u'wake']"
1814,2.0,0.1606,"man, woman, time, be, get, help, year, good, need, friend","[u'rap', u'twice', u'sexual', u'harassment', u'remember', u'walk', u'street', u'dude', u'ignore', u'ask', u'condom', u'harassment', u'work', u'many', u'man', u'sexual', u'assault', u'reason', u'quit', u'drinking', u'stay', u'safe', u'fight', u'woman', u'many', u'context']"
1815,2.0,0.1654,"man, woman, time, be, get, help, year, good, need, friend","[u'good', u'start']"
1816,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'rage']
1817,2.0,0.1604,"man, woman, time, be, get, help, year, good, need, friend","[u'post', u'item', u'last_night', u'nightmare', u'abt', u'assaulter', u'wake', u'hive', u'face', u'take', u'lot']"
1818,2.0,0.1614,"man, woman, time, be, get, help, year, good, need, friend","[u'thankful', u'group', u'woman', u'first', u'job', u'give', u'support', u'courage', u'report', u'chase', u'harass']"
1819,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'surprised', u's', u'nice', u'guy']"
1820,2.0,0.1625,"man, woman, time, be, get, help, year, good, need, friend","[u'name', u'victim', u'let', u'list', u'perpetrator']"
1821,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'live', u'talk']"
1822,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'back', u'talk', u'tune', u'est']"
1823,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'female', u'faculty', u'barely', u'know', u'suggest', u'get', u'breast', u'reduction', u'rape', u'culture']"
1824,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'campus', u'sexual', u'assault', u'activist', u'tell', u'trump', u'administration']"
1825,2.0,0.164,"man, woman, time, be, get, help, year, good, need, friend","[u'creator', u'movement', u'share', u'advice', u'would', u'give', u'young', u'woman', u'enter', u'new', u'job', u'pic']"
1826,2.0,0.1675,"man, woman, time, be, get, help, year, good, need, friend","[u'get', u'lawyer', u'get', u'fuck', u'therapist', u'part', u'legal', u'action']"
1827,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'lawyer', u'lady', u'sue', u'shit']"
1828,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'wtf', u'let', u'continue', u'add', u'mean', u'report', u'crime', u'police', u'asap', u'sue', u'sick', u'criminal', u'well']"
1829,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'disturb', u'sick', u'society', u'fix']"
1830,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'see', u'male', u'name', u'trend', u'click', u'see', u'name', u'involve', u'sexual', u'assault', u'time', u'disgrace']"
1831,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'tell', u'mom', u'month']"
1832,2.0,0.1635,"man, woman, time, be, get, help, year, good, need, friend","[u'sadly', u'really', u'story', u'matter', u'horrifying', u'say', u'story', u'be', u'willing', u'share']"
1833,2.0,0.163,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'share', u'story']"
1834,2.0,0.1569,"man, woman, time, be, get, help, year, good, need, friend","[u'have', u'work', u'male', u'dominate', u'industry', u'whole', u'career', u'sexual', u'harassment', u'always', u'element', u'make', u'bad', u'tattoo', u'show']"
1835,2.0,0.1659,"man, woman, time, be, get, help, year, good, need, friend","[u'aside', u'constant', u'typical', u'cat', u'call', u'whistle', u'grope', u'chest', u'butt']"
1836,2.0,0.164,"man, woman, time, be, get, help, year, good, need, friend","[u'get', u'away']"
1837,2.0,0.1618,"man, woman, time, be, get, help, year, good, need, friend","[u'owe', u'story', u'life', u'control', u'even', u'may', u'feel', u'way', u'strong', u'awesome']"
1838,2.0,0.1663,"man, woman, time, be, get, help, year, good, need, friend","[u'grateful', u'good', u'love', u'live', u'truth']"
1839,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'wear', u'cargo', u'short', u'shirt', u'delete', u'hateful', u'ignorant', u'tweet', u'tell', u'otherwise']"
1840,2.0,0.1578,"man, woman, time, be, get, help, year, good, need, friend","[u'million', u'sexual', u'assault', u'survivor', u'live', u'ptsd']"
1841,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'gritan', u'obscenidade', u'mujere', u'plena', u'luz', u'haran', u'si', u'ven', u'mujer', u'sola', u'noche']"
1842,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'date', u'someone', u'mean', u'rape']"
1843,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'walk', u'shoe', u'strong', u'juggle', u'lot', u'aware', u'say']"
1844,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'turn']
1845,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'turn']
1846,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'turn']
1847,2.0,0.163,"man, woman, time, be, get, help, year, good, need, friend","[u'quiet', u'roar', u'post', u'power', u'people', u'post']"
1848,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'sad']
1849,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend",[u'ditto']
1850,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend","[u'finally', u'speak', u'support', u'copy', u'paste', u'share']"
1851,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'know', u'allow', u'watch', u'stay', u'silent', u'buy', u'keep', u'mouth', u'shut', u'actual', u'friend']"
1852,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'deserf', u'know']"
1853,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'write', u'status']"
1854,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'downfall', u'death', u'patriarchys', u'endless', u'last', u'gasp']"
1855,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'exactly']
1856,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'love', u'image', u'much', u'repost', u'wombtangclan', u'ever', u'womensmarch', u'image', u'thaak']"
1857,2.0,0.1608,"man, woman, time, be, get, help, year, good, need, friend","[u'tweet', u'situation', u'former', u'boss', u'sit', u'recall', u'time', u'grab', u'wonder', u'many', u'forget']"
1858,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'hear', u'believe']"
1859,2.0,0.1618,"man, woman, time, be, get, help, year, good, need, friend","[u'great', u'sexy', u'cruise', u'interest', u'hear', u'response']"
1860,2.0,0.1628,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'woman', u'share', u'story', u'say', u'time', u'man', u'start', u'answer']"
1861,2.0,0.1643,"man, woman, time, be, get, help, year, good, need, friend","[u'ultimately', u'write', u'essay', u'bc', u'frustrate', u'see', u'mutual', u'friend', u'post']"
1862,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'wary', u'posting', u'bc', u'still', u'mutual', u'friend', u'assailant', u'uncomfortable', u'know', u'would', u'see']"
1863,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'force', u'survivor', u'relive', u'assault', u'difficult', u'avoid', u'news', u'general', u'feel', u'inescapable']"
1864,2.0,0.1672,"man, woman, time, be, get, help, year, good, need, friend","[u'initially', u'cynical', u'would', u'impact', u'glad', u'see', u'man', u'know', u'realize', u'role', u'story']"
1865,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'friend', u'tomorrow', u'pm', u'be', u'twitter', u'chat', u'please', u'character']"
1866,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'write', u'lot', u'reason', u'write', u'also', u'explain', u'strawberry', u'pop', u'tart', u'suck']"
1867,2.0,0.1578,"man, woman, time, be, get, help, year, good, need, friend","[u'problem', u'cultural', u'ethical', u'boundary', u'blur', u'extreme', u'entitlement', u'patriarchy', u'rampant', u'woman', u'accept', u'long', u'feel', u'normal', u'stop', u'behavior', u'honesty', u'compassion', u'cognizance', u'heal', u'man', u'woman']"
1868,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'even', u'begin']"
1869,2.0,0.1682,"man, woman, time, be, get, help, year, good, need, friend","[u'someone', u'post', u'reply', u'male', u'friend', u'post', u'thank', u'man', u'who', u'have', u'come_forward', u'story', u'well', u'hear', u'pic']"
1870,2.0,0.1626,"man, woman, time, be, get, help, year, good, need, friend","[u'hate', u'door', u'close', u'button', u'want', u'end', u'trap', u'elevator', u'alone', u'creepy', u'guy', u'feel', u'unsafe']"
1871,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend","[u'enough', u'enough']"
1872,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'sport']
1873,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'sport']
1874,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'play', u'sport', u'medically', u'unnecessary', u'breast', u'exam', u'institutional', u'molestation']"
1875,2.0,0.1614,"man, woman, time, be, get, help, year, good, need, friend","[u'play', u'sport', u'require', u'medically', u'unnecessary', u'breast', u'exam', u'institutional', u'molestation']"
1876,2.0,0.1621,"man, woman, time, be, get, help, year, good, need, friend","[u'hear', u'girl', u'require', u'line', u'naked', u'waist', u'breast', u'exam', u'play', u'school', u'sport']"
1877,2.0,0.1646,"man, woman, time, be, get, help, year, good, need, friend","[u'drug', u'upper', u'merion', u'kop', u'graduate', u'rap', u'particularly', u'car', u'time', u'clear', u'air']"
1878,2.0,0.1584,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'get', u'breast', u'exam', u'play', u'sport', u'high_school', u'bull', u'screen', u'requirement', u'play', u'sport']"
1879,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend",[u'understand']
1880,2.0,0.1607,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'courageous', u'people', u'tell', u'story', u'let', u'make', u'pledge', u'empower']"
1881,2.0,0.1686,"man, woman, time, be, get, help, year, good, need, friend",[u'post']
1882,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'cupp', u'female', u'panel', u'share', u'story', u'anchor', u'grab', u'ass', u'mediaite']"
1883,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'seriously', u'spend', u'whole', u'campaign', u'yammer', u'unlikable', u'hillary', u'meanwhile', u'trump', u'racist', u'sexual', u'predator', u'get', u'pass', u'part', u'problem']"
1884,2.0,0.1628,"man, woman, time, be, get, help, year, good, need, friend","[u'president', u'mine', u'vote', u'creep']"
1885,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'ill', u'ill', u'leave']"
1886,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'funny', u'people', u'think', u'hollywood', u'happen', u'glad', u'opening', u'conversation']"
1887,2.0,0.1669,"man, woman, time, be, get, help, year, good, need, friend","[u'sexually', u'assault', u'several', u'time', u'hit', u'hard', u'cna', u'fight', u'cancer', u'hospital']"
1888,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'let', u'make', u'sure', u'never', u'elect', u'office', u'lemm', u'go', u'cliff', u'brood']"
1889,2.0,0.1653,"man, woman, time, be, get, help, year, good, need, friend","[u'gay', u'man', u'deem', u'credible', u'female', u'accuser', u'other', u'doubt']"
1890,2.0,0.1578,"man, woman, time, be, get, help, year, good, need, friend","[u'sexual', u'misconduct', u'thank', u'minimize', u'language', u'sexual', u'assault']"
1891,2.0,0.1608,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'still', u'really', u'ready', u'talk']"
1892,2.0,0.1638,"man, woman, time, be, get, help, year, good, need, friend","[u'fam', u'friend', u'pin', u'bed', u'scream', u'let', u'go', u'never', u'forget']"
1893,2.0,0.1603,"man, woman, time, be, get, help, year, good, need, friend","[u'true', u'woman', u'industry']"
1894,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'important', u'thread', u'thank']"
1895,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend","[u'supposedly', u'notice', u'girl', u'woman', u'doubt', u'blame', u'roy_moore', u'year', u'old', u'patriarchal', u'misogyny', u'action', u'come', u'alabama']"
1896,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'exactly', u'want', u'child', u'abuse', u'protect']"
1897,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'honor', u'incredible', u'love', u'advocate', u'houston', u'woman', u'man']"
1898,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'happen', u'park', u'downtown']"
1899,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'lauren', u'houston', u'first', u'person', u'gather', u'tomorrow', u'morning', u'would', u'share', u'detail']"
1900,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'friday', u'night', u'raise', u'money', u'voter', u'education', u'learn', u'houston', u'woman', u'film', u'tv', u'medium']"
1901,2.0,0.1616,"man, woman, time, be, get, help, year, good, need, friend","[u'grateful', u'ally', u'accomplice', u'together', u'share', u'healing', u'helping']"
1902,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'sexually_harass', u'donald_trump', u'join', u'gather', u'houston']"
1903,2.0,0.1606,"man, woman, time, be, get, help, year, good, need, friend","[u'would', u'spread', u'word', u'gather', u'houston', u'thank', u'join']"
1904,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'part', u'hold', u'person', u'gathering']"
1905,2.0,0.1676,"man, woman, time, be, get, help, year, good, need, friend","[u'join', u'other', u'gather', u'sun']"
1906,2.0,0.162,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'remake', u'system']"
1907,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'join', u'help', u'lead', u'march', u'anniv', u'natl', u'women', u'conf']"
1908,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'incredibly', u'important']"
1909,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'sexual', u'assault']"
1910,2.0,0.1698,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'woman', u'say', u'man', u'agree', u'friend', u'bernie', u'sander', u'rape', u'fantasy', u'essay', u'asking', u'universe']"
1911,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'speak', u'speak', u'thank', u'articulating', u'point']"
1912,2.0,0.1585,"man, woman, time, be, get, help, year, good, need, friend","[u'regardless', u'history', u'play', u'victim', u'bash', u'still', u'support', u'roy_moore', u'reason', u'victim', u'speak']"
1913,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'continent', u'country', u'global', u'mentality', u'shift', u'imperative', u'possible']"
1914,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'stay', u'life']"
1915,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'allow', u'go_viral', u'biggest_mistake', u'establishment_ever', u'make', u'caitlin']"
1916,2.0,0.1575,"man, woman, time, be, get, help, year, good, need, friend","[u'believe', u'thank', u'share', u'story', u'feel', u'less', u'alone']"
1917,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'celebrate', u'voice', u'girl', u'boy', u'woman', u'man', u'scale', u'night', u'sky', u'speak', u'defy', u'tell', u'dark', u'brave', u'story', u'nourish', u'cherish', u'empower', u'child', u'raise', u'believe', u'believe', u'believe']"
1918,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'hear', u'sound', u'sister', u'resist', u'blood', u'sweat', u'tear', u'voice', u'raise', u'crossing', u'chasm', u'come', u'radical', u'idea', u'equality', u'empowerment', u'speak', u'truth', u'believe']"
1919,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'survivor', u'sexual', u'assault', u'whenever', u'someone', u'state', u'still', u'man', u'spite', u'revelation', u'sexual', u'predator', u'way', u'feel', u'cheese', u'grater', u'drag', u'brain', u'heart', u'flesh', u'cover', u'bump', u'spine']"
1920,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'sorry', u'happen', u'believe', u'thank', u'speak', u'share', u'story', u'feel', u'less', u'alone', u'voice']"
1921,2.0,0.1703,"man, woman, time, be, get, help, year, good, need, friend","[u'even', u'seemingly', u'enlighten', u'clueless', u'initially', u'say', u'louis_ck', u'defend', u'inexcusable', u'black', u'say', u'believe', u'ck', u'action', u'violent', u'threatening']"
1922,2.0,0.1643,"man, woman, time, be, get, help, year, good, need, friend","[u'solicit', u'story', u'share', u'time', u'man', u'masturbate', u'front', u'writer', u'know', u'share', u'story', u'act', u'courage', u'today', u'learn', u'ask', u'story', u'akin', u'bestow', u'empowerment']"
1923,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'understand', u'absolutely', u'horrific', u'somebody', u'listen', u'trauma', u'tell', u'experienced', u'nothing', u'be', u'kind', u'fool', u'feeling', u'violate']"
1924,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'thing', u'talk', u'say', u'people', u'know', u'objectionabl', u'behavior', u'lack', u'meaningful', u'response', u'normalizing', u'offensiv', u'act']"
1925,2.0,0.1687,"man, woman, time, be, get, help, year, good, need, friend","[u'instead', u'french', u'woman', u'say', u'pig']"
1926,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'hearten', u'know', u'sexual', u'predator', u'call', u'crime', u'heartbreak', u'survivor', u'revisit', u'old', u'wound', u'reopen', u'process', u'ongoing', u'revelation', u'stay', u'strong']"
1927,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'characterize', u'woman', u'girl', u'share', u'story', u'harassment', u'abuse', u'rape', u'scream', u'minimize', u'courageous', u'truth', u'tell', u'imply', u'message', u'solidarity', u'invalidate', u'similar', u'experience', u'boy', u'man', u'unwitt', u'perpetrator']"
1928,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'discover', u'married', u'predator', u'exponentially', u'bad', u'experience', u'teacher', u'preyed', u'student', u'underage', u'girl', u'renaissance', u'festival', u'perform', u'license', u'suspend', u'elude', u'charge', u'sing', u'christian', u'music', u'high', u'school', u'pic']"
1929,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'feel', u'way', u'creative', u'writing', u'workshop', u'listen', u'story', u'offer', u'support', u'solidarity']"
1930,2.0,0.1666,"man, woman, time, be, get, help, year, good, need, friend","[u'know', u'woman', u'go', u'be', u'completely', u'ignorant', u'tell', u'people', u'be', u'raise', u'voice', u'wrong', u'way', u'avenue', u'woman', u'response']"
1931,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'feminist', u'healer', u'boycotting', u'think', u'brave', u'woman', u'raise', u'voice', u'live', u'present', u'focus', u'past', u'victimhood', u'focus', u'healing', u'pathway', u'instead', u'path', u'ask']"
1932,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'break', u'broke', u'throw', u'wall', u'assault', u'lock', u'bedroom', u'hostage', u'home', u'hour', u'break', u'window', u'former', u'baseball', u'player', u'jersey', u'live', u'manage', u'catering', u'suite']"
1933,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'richard', u'sodder', u'reason', u'be', u'say', u'school', u'believe', u'professor', u'even_though', u'staff', u'student', u'witness', u'theatre', u'dept']"
1934,2.0,0.1668,"man, woman, time, be, get, help, year, good, need, friend","[u'sexually_harass', u'assault', u'post', u'people', u'may', u'understand', u'magnitude', u'issue']"
1935,2.0,0.1604,"man, woman, time, be, get, help, year, good, need, friend","[u'believe', u'juanita']"
1936,2.0,0.1572,"man, woman, time, be, get, help, year, good, need, friend","[u'mom', u'boyfriend', u'drive', u'grandma', u'scream', u'entire', u'mile', u'trip', u'yrold', u'protect']"
1937,2.0,0.1572,"man, woman, time, be, get, help, year, good, need, friend","[u'always', u'mindful', u'sexual', u'assault', u'occur', u'sex', u'age', u'victim', u'twice', u'last', u'husband']"
