,Dominant_Topic,Perc_Contribution,Topic_Keywords,0
3920,2.0,0.1587,"man, woman, time, be, get, help, year, good, need, friend","[u'smug', u'gerrymander', u'suppress', u'many', u'vote', u'cleanse', u'voter', u'roll', u'heart_break']"
3921,2.0,0.1574,"man, woman, time, be, get, help, year, good, need, friend","[u'hear', u'sound', u'million', u'woman', u'whisper', u'dam', u'shame', u'silence', u'break', u'hold', u'breath', u'flood']"
3922,2.0,0.1626,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'molest', u'family_member', u'time']"
3923,2.0,0.1577,"man, woman, time, be, get, help, year, good, need, friend","[u'actor', u'say', u'entertainment', u'exec', u'molest', u'teen']"
3924,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'hmmm', u'apparently', u'hashtag', u'bring', u'asshat', u'troll', u'block', u'oclock']"
3925,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'thread']
3926,2.0,0.1648,"man, woman, time, be, get, help, year, good, need, friend","[u'college', u'workplace']"
3927,2.0,0.1643,"man, woman, time, be, get, help, year, good, need, friend","[u'heart_break', u'post', u'post', u'be', u'see', u'prayer', u'healing']"
3928,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'speak', u'twitter']"
3929,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'senator', u'share', u'story', u'brave', u'link']"
3930,2.0,0.1608,"man, woman, time, be, get, help, year, good, need, friend","[u'love', u'movement', u'speak', u'speak', u'be', u'survivor']"
3931,2.0,0.1613,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'beautiful', u'thing', u'god', u'green', u'earth', u'say', u'treat', u'beautiful']"
3932,2.0,0.1589,"man, woman, time, be, get, help, year, good, need, friend","[u'hold', u'townhall', u'spend', u'time', u'ask', u'matt', u'mccory', u'thought', u'let', u'founder', u'speak']"
3933,2.0,0.1616,"man, woman, time, be, get, help, year, good, need, friend","[u'see', u'tweet', u'heartbreak', u'also', u'empower', u'alone', u'speak']"
3934,2.0,0.1655,"man, woman, time, be, get, help, year, good, need, friend","[u'find', u'unwanted', u'lap', u'await', u'surprising', u'place']"
3935,2.0,0.1705,"man, woman, time, be, get, help, year, good, need, friend","[u'ill', u'continue', u'shortly', u'be', u'want', u'read', u'be', u'welcome', u'skip']"
3936,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'ill', u'leave']"
3937,2.0,0.1638,"man, woman, time, be, get, help, year, good, need, friend","[u'job', u'order', u'sexual', u'contact', u'victim', u'punish', u'full', u'extent', u'law']"
3938,2.0,0.1572,"man, woman, time, be, get, help, year, good, need, friend","[u'stand', u'create', u'new', u'normal', u'end', u'sexual', u'harassment', u'abuse']"
3939,2.0,0.1627,"man, woman, time, be, get, help, year, good, need, friend","[u'listener', u'dj', u'target', u'plethora', u'victim', u'sexual', u'pleasure', u'have', u'do', u'nothing']"
3940,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'posted_graphic', u'selfie', u'beat', u'tell', u'world']"
3941,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'surprise', u'many', u'man', u'power', u'abuse', u'diminish', u'woman', u'workplace', u'country', u'level']"
3942,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'giant', u'fan', u'everywhere', u'tweet', u'agreement']"
3943,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'jet', u'big', u'enough', u'fly', u'think', u'room', u'full', u'teen', u'girl', u'walk', u'qualified', u'accuser', u'victim', u'model', u'agency', u'pick', u'wife', u'woman', u'expose', u'slum', u'lord', u'condition', u'abuse', u'help']"
3944,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'share', u'relative']"
3945,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend",[u'exclusion']
3946,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'ask', u'old', u'modeling', u'agency', u'matter', u'gender', u'go', u'anywhere', u'duration']"
3947,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'matter', u'bartender', u'experience', u'many', u'advance', u'come', u'boss', u'report', u'cop', u'shun', u'tell', u'report', u'report', u'bc', u'closure', u'empower', u'record', u'say', u'be', u'hero']"
3948,2.0,0.1648,"man, woman, time, be, get, help, year, good, need, friend","[u'cameo', u'film', u'work']"
3949,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend","[u'crosshair', u'lapd', u'advocate', u'could', u'cameo', u'accu', u'doc', u'use', u'healing']"
3950,2.0,0.163,"man, woman, time, be, get, help, year, good, need, friend","[u'story', u'hear', u'model', u'agent', u'sale', u'pressure', u'take', u'meeting', u'work', u'hour']"
3951,2.0,0.1628,"man, woman, time, be, get, help, year, good, need, friend","[u'anyway', u'get', u'band', u'member', u'toss', u'corey', u'way', u'donate', u'time', u'campaign']"
3952,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'childhood']
3953,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'corey', u'care', u'matter']"
3954,2.0,0.1613,"man, woman, time, be, get, help, year, good, need, friend","[u'even', u'taliban', u'deny', u'rape', u'hostage', u'geez', u'way', u'need', u'highlight', u'use', u'sentence']"
3955,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'hero', u'wish', u'many', u'years_ago', u'happen', u'rid', u'subway']"
3956,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'sexually_harass', u'work', u'grope', u'subway', u'occasion']"
3957,2.0,0.1635,"man, woman, time, be, get, help, year, good, need, friend","[u'assault', u'harass', u'linger', u'fear', u'would', u'love', u'say', u'remove', u'mind']"
3958,2.0,0.1631,"man, woman, time, be, get, help, year, good, need, friend","[u'lady', u'post', u'everyone', u'rally', u'support', u'woman', u'come_forward', u'story', u'believe']"
3959,2.0,0.1629,"man, woman, time, be, get, help, year, good, need, friend","[u'friend', u'think', u'maybe', u'home', u'kissing', u'say', u'stop', u'bday', u'lose', u'vcard', u'shame']"
3960,2.0,0.1648,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'leader', u'gang', u'bully', u'school', u'keep', u'beat', u'teacher', u'admin', u'nothing']"
3961,2.0,0.1648,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'leader', u'gang', u'bully', u'school', u'keep', u'beat', u'teacher', u'admin', u'nothing']"
3962,2.0,0.1633,"man, woman, time, be, get, help, year, good, need, friend","[u'believe', u'support', u'use']"
3963,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'hesitate', u'say']"
3964,2.0,0.1571,"man, woman, time, be, get, help, year, good, need, friend","[u'campaign', u'shin', u'light', u'sexually_harass', u'assaulted', u'abc', u'news', u'trump']"
3965,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'sexually_harass', u'assaulted_wrote', u'status', u'might_give']"
3966,2.0,0.1573,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'people', u'idea', u'prevalent', u'sexual', u'assault', u'country', u'ok']"
3967,2.0,0.164,"man, woman, time, be, get, help, year, good, need, friend","[u'nice', u'fire', u'truck', u'dress', u'america', u'get', u'know', u'where', u'd', u'pearl', u'necklace', u'come', u'future']"
3968,2.0,0.163,"man, woman, time, be, get, help, year, good, need, friend","[u'lol', u'say', u'guess', u'go', u'willing']"
3969,2.0,0.1645,"man, woman, time, be, get, help, year, good, need, friend","[u'go', u'get', u'girl', u'trump', u'accuser', u'subpoena', u'campaign', u'document', u'allegation', u'report']"
3970,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'police', u'woman', u'suffer', u'crime', u'try', u'fight', u'crime', u'call', u'double', u'duty', u'triple', u'stress']"
3971,2.0,0.1621,"man, woman, time, be, get, help, year, good, need, friend","[u'attend', u'fundraiser', u'help', u'agency', u'meet', u'fundraise', u'goal']"
3972,2.0,0.1602,"man, woman, time, be, get, help, year, good, need, friend","[u'keep', u'see', u'trend', u'keep', u'think', u'point', u'female', u'say', u'eye_open', u'reflection', u'people']"
3973,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'hashtag', u'heartbreaking']"
3974,2.0,0.1573,"man, woman, time, be, get, help, year, good, need, friend","[u'elizabeth_perkin', u'hold', u'sign', u'name', u'actor', u'james_wood', u'march']"
3975,2.0,0.1617,"man, woman, time, be, get, help, year, good, need, friend","[u'young', u'lofted', u'bed', u'lb', u'tell', u'stop']"
3976,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'protect', u'child', u'say', u'let', u'repeat', u'pic']"
3977,2.0,0.1659,"man, woman, time, be, get, help, year, good, need, friend","[u'lawmaker', u'bill', u'oreilly', u'sue', u'gofundme']"
3978,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend","[u'sadly', u'woman', u'still', u'stori']"
3979,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'move', u'dressed', u'differently', u'try', u'care', u'less', u'always', u'madden', u'humiliating', u'fuck', u'harvey']"
3980,2.0,0.1603,"man, woman, time, be, get, help, year, good, need, friend","[u'try', u'silence', u'come', u'back', u'louder', u'try', u'weaken', u'come', u'back', u'strong']"
3981,2.0,0.1605,"man, woman, time, be, get, help, year, good, need, friend","[u'have', u'sexually', u'abuse', u'many', u'time', u'age']"
3982,2.0,0.1639,"man, woman, time, be, get, help, year, good, need, friend","[u'first', u'job', u'major', u'corporation', u'creep', u'report', u'fire', u'day', u'later', u'never', u'silent']"
3983,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'share', u'story']"
3984,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'walk', u'street', u'ass', u'grab', u'stranger']"
3985,2.0,0.165,"man, woman, time, be, get, help, year, good, need, friend","[u'hug', u'man', u'grope', u'breast']"
3986,2.0,0.1641,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'count', u'brother', u'friend', u'sneak', u'room', u'touch']"
3987,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'mental', u'illness', u'get', u'bad', u'assailant', u'release', u'next', u'month']"
3988,2.0,0.1595,"man, woman, time, be, get, help, year, good, need, friend","[u'write', u'last_week', u'afraid', u'post', u'many', u'reason', u'seem', u'matter']"
3989,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'happen']
3990,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'light', u'recent', u'news', u'lesson', u'keep', u'damn', u'hand']"
3991,2.0,0.1674,"man, woman, time, be, get, help, year, good, need, friend","[u'fail', u'fight', u'election', u'integrity', u'instead', u'make', u'satellite', u'call', u'election', u'nite', u'bush', u'begging', u'win']"
3992,2.0,0.1584,"man, woman, time, be, get, help, year, good, need, friend","[u'twitter_flooded', u'personal', u'story', u'assault']"
3993,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'raise', u'awareness', u'sexual', u'assault', u'general', u'time', u'underline', u'gender', u'reality']"
3994,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'increase', u'call', u'king', u'county', u'sexual', u'assault', u'resource', u'center']"
3995,2.0,0.1582,"man, woman, time, be, get, help, year, good, need, friend","[u'alyssa_milano', u'begin', u'activist', u'years_ago']"
3996,2.0,0.1604,"man, woman, time, be, get, help, year, good, need, friend","[u'man', u'respond', u'promise', u'better']"
3997,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'trump', u'predator', u'hope', u'grab', u'pussy', u'move', u'hillary']"
3998,2.0,0.1626,"man, woman, time, be, get, help, year, good, need, friend","[u'still', u'nickname', u'grow', u'way', u'sexual', u'deviant']"
3999,2.0,0.1669,"man, woman, time, be, get, help, year, good, need, friend","[u'amber', u'help', u'happen', u'thank', u'use', u'platform', u'woman', u'girl', u'feel', u'safe', u'tell', u'experience']"
4000,2.0,0.1645,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'would', u'say']"
4001,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'see', u'hashtag']"
4002,2.0,0.1652,"man, woman, time, be, get, help, year, good, need, friend","[u'first', u'job']"
4003,2.0,0.1639,"man, woman, time, be, get, help, year, good, need, friend","[u'hate', u'chemo', u'drug', u'take', u'chemo', u'drugspic']"
4004,2.0,0.158,"man, woman, time, be, get, help, year, good, need, friend","[u'let', u'start', u'boycott', u'hollywood', u'military', u'movie', u'make', u'hypocrite', u'million']"
4005,2.0,0.1601,"man, woman, time, be, get, help, year, good, need, friend","[u'moto', u'community']"
4006,2.0,0.1631,"man, woman, time, be, get, help, year, good, need, friend","[u'hope', u'be', u'somewhere', u'prayin', u'hope', u'soul', u'changin', u'hope', u'find', u'peace', u'fall', u'knee', u'prayin', u'kesha']"
4007,2.0,0.162,"man, woman, time, be, get, help, year, good, need, friend","[u'shift', u'happen', u'world', u'woman', u'treat', u'conversation', u'get', u'real', u'teaching', u'consent', u'time', u'power', u'want', u'know']"
4008,2.0,0.1602,"man, woman, time, be, get, help, year, good, need, friend","[u'everyone', u'need', u'consent', u'matter', u'sexual', u'orientation']"
4009,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'live', u'woman', u'tran', u'fetish', u'person', u'experiment']"
4010,2.0,0.1631,"man, woman, time, be, get, help, year, good, need, friend","[u'ask', u'could', u'woman', u'trust', u'young', u'girl', u'law', u'enforcement', u'roy_moore', u'damn', u'really', u'think', u'power', u'stand', u'time', u'hold', u'position', u'bullshit']"
4011,2.0,0.1574,"man, woman, time, be, get, help, year, good, need, friend","[u'say', u'see', u'side', u'sex', u'abuse', u'part', u'problem']"
4012,2.0,0.1648,"man, woman, time, be, get, help, year, good, need, friend","[u'tell', u'daughter', u'today', u'movement', u'get', u'start']"
4013,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'weinstein_scandal', u'set', u'new', u'wave', u'investigation']"
4014,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'batter', u'spouse', u'syndrome', u'abuse', u'expect', u'mitch', u'shortly']"
4015,2.0,0.1574,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'dad', u'teach', u'right', u'thank', u'listen', u'believe', u'story']"
4016,2.0,0.1621,"man, woman, time, be, get, help, year, good, need, friend","[u'see', u'big', u'issue', u'political', u'woman', u'finally', u'speak', u'tell', u'abuse', u'old', u'white', u'man', u'issue', u'stop', u'part', u'problem']"
4017,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'sharing']"
4018,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'agree']
4019,2.0,0.1646,"man, woman, time, be, get, help, year, good, need, friend","[u'young', u'girl', u'school', u'harass', u'office', u'place', u'old', u'woman', u'shrug', u'say', u's']"
4020,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'different', u'boss']"
4021,2.0,0.162,"man, woman, time, be, get, help, year, good, need, friend","[u'powerful', u'revelation', u'storm', u'star', u'hate', u'suffer', u'hopeful', u'story', u'help', u'other']"
4022,2.0,0.1647,"man, woman, time, be, get, help, year, good, need, friend","[u'follower', u'would', u'love', u'hear', u'choose', u'post', u'think', u'end', u'sexual', u'assualt', u'seattle']"
4023,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'jessie', u'name', u'claire', u'reporter', u'write', u'article', u'local', u'action', u'talk']"
4024,2.0,0.1608,"man, woman, time, be, get, help, year, good, need, friend","[u'kristjana', u'name', u'claire', u'reporter', u'write', u'article', u'local', u'action', u'contact']"
4025,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'name', u'claire', u'reporter', u'write', u'article', u'local', u'action', u'contact']"
4026,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'hoarde', u'scream', u'marcher', u'talk', u'protest', u'sexual', u'assault', u'hollywood']"
4027,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'see', u'believe']"
4028,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'silence', u'deafen', u'personally', u'professionally', u'ci', u'courage', u'easy', u'voice', u'light', u'way']"
4029,2.0,0.1609,"man, woman, time, be, get, help, year, good, need, friend","[u'leave', u'emotional', u'abuse', u'sexual', u'assault', u'almost', u'year', u'ago', u'still', u'grapple', u'magnitude', u'life', u'know', u'half']"
4030,2.0,0.1633,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'love', u'woman', u'partner', u'sexually', u'assault', u'relationship', u'still', u'know']"
4031,2.0,0.1624,"man, woman, time, be, get, help, year, good, need, friend","[u'patient', u'harass', u'daily', u'provide', u'healthcare', u'ed', u'would', u'boner', u'right', u'nice', u'boob']"
4032,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'believe', u'see', u'stand']"
4033,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'pastor', u'still', u'grapple', u'everything', u'mean', u'church', u'congregation', u'leave', u'almost', u'year', u'ago']"
4034,2.0,0.1664,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'love', u'woman', u'happen', u'context', u'committed', u'relationship', u'sure', u'think', u'nothing', u'wrong']"
4035,2.0,0.168,"man, woman, time, be, get, help, year, good, need, friend","[u'roofi', u'bar', u'lucky', u'friend', u'take', u'home', u'keep', u'safe']"
4036,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'true', u'sadly', u'sure', u'find', u'yet', u'way', u'discredit', u'fact', u'many', u'prohibit', u'victimize']"
4037,2.0,0.159,"man, woman, time, be, get, help, year, good, need, friend","[u'yoga', u'community', u'teacher', u'share', u'story']"
4038,2.0,0.1584,"man, woman, time, be, get, help, year, good, need, friend","[u'senators_share', u'sex', u'harassment', u'story']"
4039,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'ripple', u'effect', u'big', u'small', u'weinstein', u'report']"
4040,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'tip', u'iceberg', u'sure', u'unfortunately', u'take', u'look', u'english', u'spanish']"
4041,2.0,0.1696,"man, woman, time, be, get, help, year, good, need, friend","[u'huffpost', u'take', u'get', u'experience', u'hear']"
4042,2.0,0.1614,"man, woman, time, be, get, help, year, good, need, friend","[u'time', u'woman', u'post', u's', u'relive', u'trauma', u'pain', u'story', u'must', u'tell', u'hardest', u'speak']"
4043,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'speak', u'sexual', u'harassment']"
4044,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend","[u'easy', u'thing', u'say', u'multiple_time']"
4045,2.0,0.1576,"man, woman, time, be, get, help, year, good, need, friend","[u'nice', u'guy', u'gentleman', u'mean', u'absolute', u'piece', u'crap', u'people', u'around']"
4046,2.0,0.1642,"man, woman, time, be, get, help, year, good, need, friend","[u'world', u'change', u'woman', u'difficult', u'educate', u'people', u'sexual', u'harassment']"
4047,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'say', u'justice', u'say', u'solidarity', u'comfort', u'know', u'alone', u'happ']"
4048,2.0,0.1586,"man, woman, time, be, get, help, year, good, need, friend","[u'make', u'say', u'come']"
4049,2.0,0.1597,"man, woman, time, be, get, help, year, good, need, friend","[u'girl', u'confuse', u'lose', u'rap', u'someone', u'think', u'could', u'trust']"
4050,2.0,0.1611,"man, woman, time, be, get, help, year, good, need, friend","[u'wish', u'need', u'twitter', u'campaign', u'believe']"
4051,2.0,0.159,"man, woman, time, be, get, help, year, good, need, friend","[u'count', u'time', u'bother', u'report', u'anymore', u'what', u's', u'point']"
4052,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'want', u'live', u'world', u'grow', u'think', u'part', u'woman', u'ne', u'break', u'cycle']"
4053,2.0,0.1593,"man, woman, time, be, get, help, year, good, need, friend","[u'take', u'yrs', u'tilll', u'figure', u'special', u'promise', u'never', u'go', u'happen', u'keep', u'special', u'secret', u'everyone', u'strong', u'enough', u'runawayyyy']"
4054,2.0,0.1691,"man, woman, time, be, get, help, year, good, need, friend","[u'wonder', u'sweep', u'rug', u'even', u'dozen', u'woman', u'come_forward', u'forget']"
4055,2.0,0.1622,"man, woman, time, be, get, help, year, good, need, friend","[u'something', u'wrong', u'society', u'woman', u'terrify', u'openly', u'share', u'harassment', u'story', u'deserve', u'good']"
4056,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'amity', u'addrisi', u'share', u'personal', u'story']"
4057,2.0,0.1578,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'political', u'life', u'say', u'her', u'harassment', u'violence', u'limit', u'political', u'life', u'worldwide']"
4058,2.0,0.1589,"man, woman, time, be, get, help, year, good, need, friend","[u'sexual', u'assault', u'see', u'red', u'blue', u'woman', u'politic', u'also', u'say']"
4059,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'whoooa', u's', u'uncalled', u'rap', u'fight', u'mother', u'cker', u'that', u's', u'sexist', u'racist', u'thing', u'say']"
4060,2.0,0.1664,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'be', u'happy', u'support', u'advocate', u'change', u'clothe', u'makeup', u'breast', u'know']"
4061,2.0,0.163,"man, woman, time, be, get, help, year, good, need, friend","[u'catcall', u'time', u'today', u'nasty', u'man', u'that', u's', u'come', u'line', u'yuck']"
4062,2.0,0.1709,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'do', u'far', u'wrong']"
4063,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'thank']
4064,2.0,0.1692,"man, woman, time, be, get, help, year, good, need, friend","[u'ever', u'trust', u'prick']"
4065,2.0,0.1599,"man, woman, time, be, get, help, year, good, need, friend","[u'know', u'dutch', u'radio', u'dutch', u'awesome']"
4066,2.0,0.1583,"man, woman, time, be, get, help, year, good, need, friend","[u'problem', u'viral', u'outrage', u'backchannel']"
4067,2.0,0.1598,"man, woman, time, be, get, help, year, good, need, friend","[u'write', u'song', u'cheer', u'close', u'need', u'solidarity']"
4068,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'funny', u'say', u'word', u'sin', u'moral', u'omission', u'devout', u'xtain']"
4069,2.0,0.1607,"man, woman, time, be, get, help, year, good, need, friend","[u'high_school', u'cry', u'keep', u'secret', u'year']"
4070,2.0,0.161,"man, woman, time, be, get, help, year, good, need, friend","[u'drunk', u'wake', u'naked', u'floor', u'confirm', u'year', u'later', u'ask', u'say', u'night', u'awesome']"
4071,2.0,0.1569,"man, woman, time, be, get, help, year, good, need, friend","[u'go', u'house', u'watch', u'movie', u'pin', u'sex', u'say', u'say', u'want', u'come']"
4072,2.0,0.1621,"man, woman, time, be, get, help, year, good, need, friend","[u'hit', u'home', u'attack', u'also', u'experience']"
4073,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend","[u'see', u'roy_moore', u'stuff', u'community', u'stay', u'silent']"
4074,2.0,0.162,"man, woman, time, be, get, help, year, good, need, friend","[u'breast', u'grab', u'th_grade', u'recently', u'catcall', u'front', u'numerous', u'list', u'date', u'rape']"
4075,2.0,0.1719,"man, woman, time, be, get, help, year, good, need, friend","[u'first', u'time', u'remember', u'age', u'walk', u'school', u'man', u'car', u'pull', u'expose', u'penis']"
4076,2.0,0.1579,"man, woman, time, be, get, help, year, good, need, friend","[u'take', u'lot', u'courage', u'talk', u'assault', u'harass', u'nice', u'see', u'rise', u'tide', u'voice', u'sharing', u'story']"
4077,2.0,0.1632,"man, woman, time, be, get, help, year, good, need, friend","[u'world', u'care', u'instead', u'blame', u'lead', u'become', u'many', u'count']"
4078,2.0,0.16,"man, woman, time, be, get, help, year, good, need, friend","[u'omg', u'disheartening']"
4079,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'really']
4080,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'never', u'end', u'trend', u'thank']"
4081,2.0,0.1625,"man, woman, time, be, get, help, year, good, need, friend","[u'amount', u'post', u'see', u'friend', u'heartbreak', u'world', u'awful', u'place', u'strong', u'brave', u'hell']"
4082,2.0,0.1616,"man, woman, time, be, get, help, year, good, need, friend","[u'multiple', u'man', u'force', u'embrace', u'victimhood', u'today', u'remind', u'many', u'man', u'even', u'acknowledge', u'complicity']"
4083,2.0,0.1581,"man, woman, time, be, get, help, year, good, need, friend","[u'bbc_new', u'expose', u'scale', u'sexual', u'abuse']"
4084,2.0,0.1627,"man, woman, time, be, get, help, year, good, need, friend","[u'yr_old', u'prepubescent', u'girl']"
4085,2.0,0.1597,"man, woman, time, be, get, help, year, good, need, friend","[u'molested', u'single', u'irrelevant']"
4086,2.0,0.1574,"man, woman, time, be, get, help, year, good, need, friend","[u'upset', u'part', u'whole', u'movement', u'see', u'many', u'experience']"
4087,2.0,0.1631,"man, woman, time, be, get, help, year, good, need, friend","[u'woman', u'man', u'disable', u'many']"
4088,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'actually', u'simple']"
4089,2.0,0.1619,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'glad', u'woman', u'finally', u'hear', u'keep', u'think', u'back', u'anita_hill', u'boss', u'clarence', u'thoma', u'currently', u'nurse', u'feel', u'lead', u'way']"
4090,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'attempt', u'humor']"
4091,2.0,0.1592,"man, woman, time, be, get, help, year, good, need, friend","[u'much', u'respect', u'everyone', u'share', u'story', u'be', u'sure', u'easy', u'speak', u'behalf', u'man', u'must', u'better']"
4092,2.0,0.1588,"man, woman, time, be, get, help, year, good, need, friend","[u'longer', u'follow', u'guess', u'think', u'happen', u'woman']"
4093,2.0,0.1652,"man, woman, time, be, get, help, year, good, need, friend","[u'reminder', u'first', u'say', u'attack', u'load', u'follower']"
4094,2.0,0.1664,"man, woman, time, be, get, help, year, good, need, friend","[u'first', u'time', u'admit', u'twitter', u'attack', u'load', u'follower']"
4095,2.0,0.1624,"man, woman, time, be, get, help, year, good, need, friend","[u'thank', u'sadly', u'change', u'come']"
4096,2.0,0.1623,"man, woman, time, be, get, help, year, good, need, friend","[u'charlie', u'sheen', u'keep', u'millio', u'episode', u'gig', u'year', u'denise', u'richard', u'report', u'engaged', u'child', u'porn', u'threaten', u'kill', u'lose', u'job', u'insult', u'male', u'producer']"
4097,2.0,0.166,"man, woman, time, be, get, help, year, good, need, friend","[u'hot', u'woman', u'blame', u'hot', u'woman', u'believe', u'lie', u'serve']"
4098,2.0,0.1602,"man, woman, time, be, get, help, year, good, need, friend","[u'be', u'man', u'wife', u'daughter', u'mother', u'still', u'matter', u'molest', u'assault', u'harass']"
4099,2.0,0.1606,"man, woman, time, be, get, help, year, good, need, friend","[u'many', u'woman', u'proposition', u'youth', u'many', u'boyfriend', u'make', u'mistrust', u'girl', u'humanity', u'devil']"
4100,2.0,0.1615,"man, woman, time, be, get, help, year, good, need, friend","[u'sexually_harass', u'superior', u'tell', u'deal', u'leave', u'force', u'promote', u'company']"
4101,2.0,0.1635,"man, woman, time, be, get, help, year, good, need, friend","[u'crowd', u'glee', u'disgusting']"
4102,2.0,0.162,"man, woman, time, be, get, help, year, good, need, friend","[u'block', u'harvey', u'glatt', u'ability', u'harass', u'other']"
4103,2.0,0.1596,"man, woman, time, be, get, help, year, good, need, friend",[u'thank']
4104,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'lose', u'count']"
4105,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'think', u'cry']"
4106,2.0,0.1612,"man, woman, time, be, get, help, year, good, need, friend","[u'victim', u'rape', u'abuse', u'sexual', u'harassment', u'tweet', u'do', u'ok']"
4107,2.0,0.1591,"man, woman, time, be, get, help, year, good, need, friend","[u'have', u'decade']"
