,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,30.0,0.508899986743927,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['happy', 'impressed', 'woman', 'feel', 'comfortable', 'shed', 'light', 'experience', 'harassment', 'change', 'long', 'await']"
1,1,19.0,0.38449999690055847,"one, father, leave, college, quiet, run, new, scar, meet, ill","['angry', 'let', 'guy', 'stop', 'tell', 'story']"
2,2,14.0,0.2827000021934509,"girl, comment, kid, different, pay, multiple, watch, group, opinion, hate","['hate', 'see', 'hero', 'fall', 'man', 'need', 'know', 'ok', 'behavior']"
3,3,3.0,0.2305999994277954,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['think', 'time', 'stop', 'call', 'horny', 'man', 'dog', 'that', 's', 'insult', 'dog']"
4,4,5.0,0.3864000141620636,"late, daily, longer, claim, america, treat, explain, actress, history, address","['change', 'never', 'happen', 'remain', 'silent']"
5,5,16.0,0.29490000009536743,"sure, news, women, light, attempt, force, interview, allegation, official, shin","['contrast', 'statement', 'man', 'catch', 'situation']"
6,6,15.0,0.28450000286102295,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['aly', 'raisman', 'standing', 'solidarity', 'movement', 'pic']"
7,7,3.0,0.3853999972343445,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['alyssa_milano', 'happy', 'campaign', 'give', 'woman', 'voice', 'want', 'hashtag', 'movement']"
8,8,1.0,0.3903000056743622,"well, day, ago, lose, pain, who, idea, say, suppose, have","['ellen', 'degenere', 'join', 'movement', 'think', 'important', 'speak', 'sham', 'anyone']"
9,9,3.0,0.3855000138282776,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['alyssa_milano', 'happy', 'campaign', 'give', 'woman', 'voice', 'want', 'hashtag', 'movement']"
10,10,1.0,0.3901999890804291,"well, day, ago, lose, pain, who, idea, say, suppose, have","['ellen', 'degenere', 'join', 'movement', 'think', 'important', 'speak', 'sham', 'anyone']"
11,11,13.0,0.36329999566078186,"move, list, next, guess, perpetrator, often, retweet, mine, music, weight","['make', 'difference', 'give', 'someone', 'need', 'able', 'say']"
12,12,23.0,0.310699999332428,"daughter, social_media, unfortunately, amazing, ashamed, molest, wife, everyday, gender, feed","['certain', 'people', 'presence', 'give', 'creepy', 'vibe', 'woman', 'know', 'tht', 'feeling', 'sometimes', 'sexual', 'predator', 'hide', 'sheep', 'cloth', 'know', 'come']"
13,13,3.0,0.44029998779296875,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'ellen', 'speak', 'sharing', 'story', 'bring', 'voice', 'many', 'woman', 'woman', 'feel', 'pain']"
14,14,24.0,0.42579999566078186,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['california', 'rep', 'jackie', 'speier', 'launch', 'democratic', 'congresswoman', 'call', 'capitol', 'hill', 'breed', 'pic']"
15,15,3.0,0.3434000015258789,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['first', 'boyfriend', 'want', 'give', 'blowjob', 'grab', 'head', 'push', 'hold', 'head']"
16,16,5.0,0.33399999141693115,"late, daily, longer, claim, america, treat, explain, actress, history, address","['sister', 'husband', 'start', 'play', 'game', 'chasing', 'house', 'always', 'end', 'finger', 'inside']"
17,17,29.0,0.4223000109195709,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['sister', 'husband', 'put', 'hand', 'underwear', 'think', 'butt', 'sexy']"
18,18,3.0,0.2782000005245209,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['push', 'ladder', 'forcefully', 'kiss', 'work']"
19,19,5.0,0.2971999943256378,"late, daily, longer, claim, america, treat, explain, actress, history, address","['late', 'miguel', 'lizarraga', 'daily']"
20,20,6.0,0.26600000262260437,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['timely', 'article']"
21,21,4.0,0.3862999975681305,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['stop', 'normalize', 'sexual', 'harassment', 'stop', 'say', 'well', 'expect', 'egypt', 'man', 'man']"
22,22,0.0,0.4334999918937683,"year, old, first, job, really, later, never, boss, walk, time","['even', 'wrong', 'first', 'time', 'year', 'old', 'never', 'forget', 'continue', 'today']"
23,23,12.0,0.3012999892234802,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['confession', 'shortly', 'applaud', 'who', 'have', 'speak', 'be', 'strong', 'everywhere', 'life', 'report']"
24,24,4.0,0.3970000147819519,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['harness', 'energy', 'take', 'america', 'notorious', 'sexual', 'assaulte']"
25,25,28.0,0.4625999927520752,"listen, always, may, ever, afraid, roy_moore, reason, include, stranger, sound","['week', 'repugnant', 'publicity', 'stunt', 'stag', 'collaborator', 'meanwhile', 'puerto', 'rico', 'virgin', 'island', 'norca']"
26,26,7.0,0.4185999929904938,"thank, man, respond, side, trauma, brave, realize, wake, easy, hit","['aged', 'sexual', 'assault', 'call', 'hit', 'uncomfortable', 'relentless', 'pass', 'take', 'advantage']"
27,27,0.0,0.3077999949455261,"year, old, first, job, really, later, never, boss, walk, time","['accuse', 'grab', 'booby', 'trump', 'troll', 'block', 'years_ago', 'blocklist']"
28,28,30.0,0.31369999051094055,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['interesting', 'rep', 'contact', 'instead', 'decide', 'take', 'advantage']"
29,29,2.0,0.2596000134944916,"heart, break, reach, heartbreak, open, away, put, decade, wish, nearly","['important', 'analysis', 'rape', 'culture', 'donald_trump']"
30,30,30.0,0.5259000062942505,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['reach', 'female', 'senator', 'democrat', 'come', 'forward', 'share', 'experience']"
31,31,28.0,0.477400004863739,"listen, always, may, ever, afraid, roy_moore, reason, include, stranger, sound","['remember', 'travon', 'martin', 'want', 'pilot', 'well', 'dagnabbit', 'think', 'go', 'year', 'retirementpic']"
32,32,30.0,0.2605000138282776,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['put', 'category', 'farg', 'area', 'cost', 'year', 'intentional', 'malpractice', 'wrong', 'med', 'job', 'hoarding', 'auto', 'theft']"
33,33,6.0,0.6294000148773193,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['powerful', 'poignant', 'post', 'men', 'role', 'movement', 'go', 'viral']"
34,34,18.0,0.47429999709129333,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['think', 'thing']"
35,35,31.0,0.5741000175476074,"stand, enough, power, anyone, industry, home, whole, back, heal, lucky","['clear', 'use', 'perceive', 'power', 'someone', 'sexually', 'consensual', 'make', 'sexual', 'predator']"
36,36,18.0,0.38269999623298645,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['degree', 'use', 'society', 'plot', 'rise', 'humanity', 'universal']"
37,37,32.0,0.32409998774528503,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['many', 'legally', 'victimize', 'liar', 'abuse', 'trust', 'american', 'justice', 'system', 'wrong', 'need', 'attention']"
38,38,24.0,0.2800999879837036,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['mean', 'anything', 'anyone', 'want', 'victim', 'something', 'traumatic', 'place', 'share', 'bfair']"
39,39,33.0,0.3319000005722046,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['meet', 'mother', 'dad', 'parent', 'raise', 'die', 'love', 'teach', 'value', 'family', 'life']"
40,40,30.0,0.5584999918937683,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['thank', 'share', 'profoundly', 'personal', 'story', 'illuminate', 'common', 'theme', 'predator']"
41,41,7.0,0.3910999894142151,"thank, man, respond, side, trauma, brave, realize, wake, easy, hit",['thank']
42,42,9.0,0.25369998812675476,"years_ago, raise, silent, stay, weinstein, create, nothing, remember, guilty, beautiful","['light', 'wide', 'movement', 'merely', 'tip', 'iceberg', 'djt', 'misogynistic', 'cabinet', 'appropriate', 'issue', 'take', 'centre', 'stage', 'shut', 'listen', 'reflect']"
43,43,10.0,0.2061000019311905,"something, word, hurt, issue, teacher, common, do, drunk, close, nice","['excellence', 'cover', 'issue', 'much', 'issue', 'matter']"
44,44,6.0,0.5745000243186951,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['news', 'hollywood', 'hold', 'sexual', 'harassment']"
45,45,4.0,0.46950000524520874,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['news', 'portia', 'rossi', 'accuse', 'steven', 'seagal', 'sexual', 'harassment']"
46,46,30.0,0.48159998655319214,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['news', 'twitter', 'flood', 'personal', 'story', 'assault']"
47,47,3.0,0.38510000705718994,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['still', 'feel', 'guilty', 'year', 'want', 'say', 'loud']"
48,48,16.0,0.1678999960422516,"sure, news, women, light, attempt, force, interview, allegation, official, shin","['easy', 'see', 'russia', 'want', 'win', 'putin', 'destroy', 'america', 'join', 'woman', 'lead', 'charge']"
49,49,30.0,0.45739999413490295,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['woman', 'unite', 'show', 'many', 'bad', 'oppressor', 'speak', 'tell', 'story', 'sexual', 'harassment', 'disempower', 'male', 'sexual', 'aggression', 'mean', 'disempower', 'woman']"
50,50,9.0,0.15479999780654907,"years_ago, raise, silent, stay, weinstein, create, nothing, remember, guilty, beautiful","['let', 'take', 'translate', 'equality', 'justice', 'sustainable', 'economy', 'woman', 'great', 'power', 'man', 'much', 'suppress', 'oppress']"
51,51,3.0,0.27000001072883606,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['familiar', 'beloved', 'npr', 'program', 'car', 'talk', 'put', 'together', 'podcast', 'offering', 'call', 'show', 'woman', 'call', 'report', 'sexual', 'assault', 'discuss', 'air', 'next']"
52,52,31.0,0.21449999511241913,"stand, enough, power, anyone, industry, home, whole, back, heal, lucky","['woman', 'murder', 'abuser', 'alive', 'tweet']"
53,53,33.0,0.36800000071525574,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['hopefully', 'change', 'time']"
54,54,20.0,0.522599995136261,"actually, agree, love, inspire, country, rise, twice, asshole, entire, club","['woman', 'believe', 'story', 'disrespect', 'denigrate', 'twice']"
55,55,26.0,0.5041000247001648,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop","['hotel', 'accuse', 'prostitute', 'make', 'feel', 'almost', 'violate']"
56,56,5.0,0.4153999984264374,"late, daily, longer, claim, america, treat, explain, actress, history, address","['years_ago', 'rap', 'room', 'hotel', 'employee', 'prestigious', 'camino', 'real', 'hotel', 'mexico', 'city']"
57,57,26.0,0.21199999749660492,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop","['child', 'year', 'marry']"
58,58,4.0,0.301800012588501,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['teach', 'child', 'respect', 'woman', 'girl', 'alot', 'suffer']"
59,59,7.0,0.4569999873638153,"thank, man, respond, side, trauma, brave, realize, wake, easy, hit","['man', 'respond']"
60,60,18.0,0.4334999918937683,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['perfectly', 'say', 'man', 'sadly', 'woman']"
61,61,22.0,0.19840000569820404,"fight, thread, important, predator, change, real, society, lady, continue, moment","['even', 'fall', 'today', 'tomorrow', 'battle', 'yet', 'fight']"
62,62,24.0,0.22779999673366547,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['warrior', 'fight', 'war', 'odd']"
63,63,23.0,0.6208999752998352,"daughter, social_media, unfortunately, amazing, ashamed, molest, wife, everyday, gender, feed","['tell', 'tell', 'everyday', 'never', 'apologize', 'state', 'mental', 'health']"
64,64,24.0,0.21250000596046448,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['ashamed', 'warrior', 'fight', 'silent', 'battle', 'everyday']"
65,65,22.0,0.34929999709129333,"fight, thread, important, predator, change, real, society, lady, continue, moment","['sexual', 'harassment', 'violence', 'unacceptable', 'pic']"
66,66,3.0,0.27480000257492065,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['really', 'talk', 'glad', 'society', 'talk', 'finally']"
67,67,12.0,0.5997999906539917,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['be', 'little', 'bit', 'late', 'join', 'conversation']"
68,68,18.0,0.3125,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['could', 'move', 'social', 'campaign', 'social', 'change']"
69,69,3.0,0.0731000006198883,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['wordcloud', 'tweetspic']"
70,70,30.0,0.42829999327659607,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['social_media', 'flood', 'personal', 'story', 'assault']"
71,71,5.0,0.36090001463890076,"late, daily, longer, claim, america, treat, explain, actress, history, address","['late', 'unmesh', 'brahme', 'daily', 'thank']"
72,72,5.0,0.36090001463890076,"late, daily, longer, claim, america, treat, explain, actress, history, address","['late', 'unmesh', 'brahme', 'daily', 'thank']"
73,73,18.0,0.34200000762939453,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['want', 'say', 'quite']"
74,74,6.0,0.3910999894142151,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['watch', 'actual', 'human', 'make', 'active', 'decision', 'support', 'man', 'rap', 'tweet', 'morally', 'outrage', 'sexual', 'violence', 'that', 's', 'vogue', 'need', 'go', 'rein']"
75,75,3.0,0.25459998846054077,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['comforting', 'thing', 'sexual', 'harassman', 'story', 'drop', 'think', 'unnamed', 'abuser', 'wait', 'terror', 'see', 'name', 'drop', 'next', 'maybe', 'experience', 'fear', 'cause', 'abuse']"
76,76,1.0,0.27129998803138733,"well, day, ago, lose, pain, who, idea, say, suppose, have","['well', 'aged', 'well']"
77,77,26.0,0.19460000097751617,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop","['check', 'typical', 'form', 'angry', 'rape', 'blog']"
78,78,3.0,0.0731000006198883,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['creo', 'piropo', 'creo', 'respeto']"
79,79,1.0,0.26829999685287476,"well, day, ago, lose, pain, who, idea, say, suppose, have","['remember', 'die']"
80,80,3.0,0.30230000615119934,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['silence', 'number', 'powerful', 'community', 'lot', 'damage']"
81,81,30.0,0.4659999907016754,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['action', 'consequenc', 'louis', 'movie', 'release', 'halt', 'follow', 'misconduct', 'allegation']"
82,82,12.0,0.4417000114917755,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['shout', 'void', 'majority', 'believe', 'speak', 'sexual', 'harassment', 'make', 'difference']"
83,83,34.0,0.2045000046491623,"response, silence, voice, expose, choose, night, kind, break, scandal, drop","['happy', 'part', 'discussion']"
84,84,4.0,0.3012999892234802,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['challenge', 'join', 'support', 'underserved', 'woman', 'help', 'fight', 'copy', 'friend', 'post']"
85,85,3.0,0.5734999775886536,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'part', 'movement', 'time']"
86,86,5.0,0.3747999966144562,"late, daily, longer, claim, america, treat, explain, actress, history, address","['need', 'wait', 'right', 'wing', 'conspiracy', 'woman', 'get', 'brave']"
87,87,15.0,0.4666999876499176,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['look', 'forward', 'give', 'thought', 'tomorrow', 'live']"
88,88,21.0,0.22139999270439148,"hard, part, life, school, matter, forget, wear, tag, middle, everything","['stop', 'everything', 'make', 'sure']"
89,89,3.0,0.4153999984264374,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['great', 'conversation', 'sharing', 'story']"
90,90,27.0,0.1688999980688095,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['honor', 'dedicate', 'song', 'movement', 'part']"
91,91,12.0,0.4138999879360199,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['movement', 'begin', 'spread', 'word', 'proceed', 'fund']"
92,92,32.0,0.2856999933719635,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['delight', 'go', 'today', 'et', 'tune', 'great', 'show']"
93,93,3.0,0.193900004029274,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['amazing', 'party', 'tonight', 'together']"
94,94,3.0,0.27790001034736633,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['wait', 'discuss']"
95,95,22.0,0.25600001215934753,"fight, thread, important, predator, change, real, society, lady, continue, moment","['need', 'man', 'fight', 'forever', 'grateful']"
96,96,22.0,0.43059998750686646,"fight, thread, important, predator, change, real, society, lady, continue, moment","['be', 'fight', 'never', 'say']"
97,97,18.0,0.47699999809265137,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['finally', 'available', 'favorite', 'bookstore', 'get', 'girl', 'say', 'ever', 'pic']"
98,98,30.0,0.3199000060558319,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['wonderful', 'launch', 'today', 'thank', 'change', 'come', 'pic']"
99,99,22.0,0.46160000562667847,"fight, thread, important, predator, change, real, society, lady, continue, moment","['compassion', 'support', 'need', 'man', 'fight']"
100,100,12.0,0.5422000288963318,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['end', 'together', 'man', 'woman']"
101,101,15.0,0.4747999906539917,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['look', 'forward']"
102,102,22.0,0.3711000084877014,"fight, thread, important, predator, change, real, society, lady, continue, moment","['thank', 'need', 'man', 'fight']"
103,103,27.0,0.4887999892234802,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['kick', 'launch', 'tour', 'tomorrow', 'amet', 'thank']"
104,104,27.0,0.325300008058548,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['thank', 'look']"
105,105,24.0,0.353300005197525,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['day', 'leave', 'pre', 'order', 'new', 'book', 'spread', 'word', 'tag', 'post', 'thank', 'much']"
106,106,15.0,0.3384999930858612,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['thank', 'woman', 'bravely', 'come', 'forward', 'story']"
107,107,3.0,0.2831000089645386,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'today', 'movement']"
108,108,30.0,0.5533000230789185,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['day', 'launch', 'check', 'bonus', 'chapter', 'real', 'peek']"
109,109,33.0,0.27950000762939453,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['enlighten', 'soul']"
110,110,12.0,0.30140000581741333,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['people', 'creep']"
111,111,12.0,0.4700999855995178,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['join', 'movement']"
112,112,3.0,0.3158000111579895,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['imagine', 'everyone', 'ever', 'sexually_harass', 'tell', 'story', 'revolution', 'let', 'together']"
113,113,33.0,0.3635999858379364,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['many', 'sexually_harass', 'many', 'see', 'harassment', 'many', 'come_forward']"
114,114,3.0,0.18310000002384186,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'trust', 'recover', 'third', 'last', 'big', 'factor', 'leave', 'career', 'enjoy', 'live', 'sick', 'society', 'sicken', 'much', 'must', 'harden', 'survive']"
115,115,5.0,0.21240000426769257,"late, daily, longer, claim, america, treat, explain, actress, history, address","['nothing', 'allow', 'become', 'law', 'ignore', 'judge', 'complicity', 'white', 'male', 'sexual', 'privilege', 'pandemic']"
116,116,22.0,0.22089999914169312,"fight, thread, important, predator, change, real, society, lady, continue, moment","['rampant', 'child', 'often', 'believe', 'lifelong', 'effect', 'first', 'happen', 'believe', 'set', 'future', 'problem', 'epidemic', 'hush', 'cancer', 'destroy', 'well', 'society']"
117,117,6.0,0.3052000105381012,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['stop', 'enable', 'violence', 'woman']"
118,118,3.0,0.4823000133037567,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['james_wood', 'name', 'actress', 'elizabeth_perkin', 'rally']"
119,119,29.0,0.4357999861240387,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['french', 'woman', 'rally', 'sexual', 'abuse', 'banner', 'abc', 'news']"
120,120,20.0,0.18379999697208405,"actually, agree, love, inspire, country, rise, twice, asshole, entire, club","['poster', 'child', 'boy', 'club']"
121,121,19.0,0.14990000426769257,"one, father, leave, college, quiet, run, new, scar, meet, ill","['hide', 'hole', 'leave', 'asia', 'american', 'deal', 'fallout', 'have', 'never', 'pay', 'price', 'action']"
122,122,21.0,0.49950000643730164,"hard, part, life, school, matter, forget, wear, tag, middle, everything","['crime', 'become', 'civil', 'action', 'predator', 'need', 'go', 'jail']"
123,123,3.0,0.36629998683929443,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['ehen', 'person', 'speak', 'never', 'late']"
124,124,15.0,0.2632000148296356,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['work', 'company', 'allow', 'woman', 'take', 'client', 'dinner', 'alcohol', 'go', 'serve', 'never', 'alone']"
125,125,4.0,0.4336000084877014,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['sympathy', 'support', 'brave', 'hashtag']"
126,126,3.0,0.39890000224113464,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['far', 'many', 'woman', 'use', 'hashtag', 'ignore', 'sexual', 'assault', 'harassment', 'must', 'stop', 'man']"
127,127,3.0,0.4196999967098236,"woman, hashtag, speak, know, movement, many, experience, talk, story, name",['know']
128,128,29.0,0.21150000393390656,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['consent', 'case', 'confuse']"
129,129,26.0,0.3831000030040741,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop","['man', 'puzzle', 'think', 'man', 'asshol', 'eg', 'tl', 'full', 'misogyny', 'racism', 'behave', 'woman']"
130,130,24.0,0.39079999923706055,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['surprise', 'surprise']"
131,131,15.0,0.475600004196167,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['better', 'late', 'never', 'appreciate', 'support', 'guy', 'go', 'long', 'time', 'long']"
132,132,15.0,0.33799999952316284,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['feel', 'guilty', 'bc', 'afraid', 'freeze', 'guilt', 'blame', 'lie', 'man', 'think', 'right', 'violate', 'human']"
133,133,17.0,0.36559998989105225,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['sexual', 'harassman', 'abt', 'sex', 'power', 'control', 'humiliation', 'violation', 'act', 'violence', 'course', 'afraid']"
134,134,9.0,0.18569999933242798,"years_ago, raise, silent, stay, weinstein, create, nothing, remember, guilty, beautiful","['freeze', 'bc', 'afraid', 'freeze', 'bc', 'know', 'freeze', 'bc', 'fear', 'fight', 'die']"
135,135,3.0,0.3741999864578247,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['man', 'post', 'day', 'ago', 'story', 'best', 'see', 'man', 'get', 'listen']"
136,136,3.0,0.21449999511241913,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['shock', 'surprised', 'large', 'number', 'woman', 'sexually', 'assault', 'rap', 'outraged']"
137,137,21.0,0.2777999937534332,"hard, part, life, school, matter, forget, wear, tag, middle, everything","['treat', 'heart', 'due', 'respect', 'truly', 'carry', 'beat', 'universe']"
138,138,30.0,0.14270000159740448,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['lesen', 'sie', 'feldart', 'today', 'dienstag', 'okt']"
139,139,30.0,0.16089999675750732,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['feldart', 'today', 'wurde', 'gerade', 'veroffentlicht']"
140,140,8.0,0.17090000212192535,"pic, far, end, could, step, find, yet, good, like, accuse","['sexuelle', 'belastigung', 'fast', 'jede', 'zweite', 'frau', 'deutschland', 'betroffen']"
141,141,6.0,0.1979999989271164,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['mannerrecht', 'verein', 'sieht', 'manner', 'unter', 'generalverdacht']"
142,142,24.0,0.17249999940395355,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['einmal', 'habe', 'ich', 'mit', 'meinen', 'high', 'heel', 'zugetreten']"
143,143,30.0,0.16089999675750732,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['feldart', 'today', 'wurde', 'gerade', 'veroffentlicht']"
144,144,27.0,0.536300003528595,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['polizei', 'los', 'angele', 'ermittelt', 'gegen', 'harvey_weinstein']"
145,145,12.0,0.3587999939918518,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['walk', 'shame', 'harvey_weinstein']"
146,146,3.0,0.1315000057220459,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['man', 'kann', 'sich', 'gar', 'nicht', 'genug', 'emporen']"
147,147,5.0,0.22589999437332153,"late, daily, longer, claim, america, treat, explain, actress, history, address","['late', 'mfking']"
148,148,18.0,0.5418999791145325,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['floods_social', 'medium', 'story', 'harassment', 'assault', 'anna', 'codrea', 'rado', 'nyt']"
149,149,3.0,0.6200000047683716,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'courage', 'truth', 'story', 'help', 'voice', 'know', 'what', 's', 'happen', 'widespread', 'fault', 'must', 'end', 'culture', 'abuse', 'predatory', 'sexual', 'assault', 'youth']"
150,150,34.0,0.2298000007867813,"response, silence, voice, expose, choose, night, kind, break, scandal, drop","['time', 'feel', 'overpower', 'defeat', 'shameful']"
151,151,29.0,0.482699990272522,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['violenc', 'assault', 'harassment', 'despicable', 'st', 'happen', 'yr_old', 'hear', 'assault', 'teen', 'daughter', 'friend', 'suffer', 'vow', 'voice', 'protect']"
152,152,14.0,0.1598999947309494,"girl, comment, kid, different, pay, multiple, watch, group, opinion, hate","['hero', 'everywhere', 'show', 'generation', 'find']"
153,153,3.0,0.41620001196861267,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['woman', 'girl', 'must', 'never', 'give', 'voice']"
154,154,34.0,0.14059999585151672,"response, silence, voice, expose, choose, night, kind, break, scandal, drop","['sexual', 'predator', 'make', 'sick', 'excuse', 'choose', 'prey', 'child', 'sexual', 'gratification', 'be', 'glad', 'light', 'shin', 'brightly', 'evil', 'beast', 'longer']"
155,155,20.0,0.40450000762939453,"actually, agree, love, inspire, country, rise, twice, asshole, entire, club","['love', 'assumption', 'people', 'mean', 'bill', 'clinton', 'woman', 'get', 'harass', 'many', 'man', 'lifetime', 'that', 's', 'point']"
156,156,2.0,0.4982999861240387,"heart, break, reach, heartbreak, open, away, put, decade, wish, nearly","['heart', 'break', 'everywhere', 'female', 'friend', 'heart', 'go', 'female']"
157,157,29.0,0.49160000681877136,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['time', 'time', 'man', 'randomly', 'pull', 'ck', 'front', 'warning', 'idk', 'thing', 'generally', 'avoid', 'situation', 'fuck', 'reaction', 'genital']"
158,158,11.0,0.30059999227523804,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['might_give', 'people', 'sense', 'woman', 'already', 'know', 'live', 'day', 'man', 'ignore', 'support']"
159,159,11.0,0.6442000269889832,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['woman', 'sexually_harass', 'assault', 'write', 'might_give', 'people', 'sense', 'magnitude', 'problem']"
