,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1925,1925,34.0,0.28690001368522644,"response, silence, voice, expose, choose, night, kind, break, scandal, drop","['understand', 'absolutely', 'horrific', 'somebody', 'listen', 'trauma', 'tell', 'experienced', 'nothing', 'be', 'kind', 'fool', 'feeling', 'violate']"
1926,1926,18.0,0.19110000133514404,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['thing', 'talk', 'say', 'people', 'know', 'objectionabl', 'behavior', 'lack', 'meaningful', 'response', 'normalizing', 'offensiv', 'act']"
1927,1927,30.0,0.5665000081062317,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['instead', 'french', 'woman', 'say', 'pig']"
1928,1928,21.0,0.24660000205039978,"hard, part, life, school, matter, forget, wear, tag, middle, everything","['hearten', 'know', 'sexual', 'predator', 'call', 'crime', 'heartbreak', 'survivor', 'revisit', 'old', 'wound', 'reopen', 'process', 'ongoing', 'revelation', 'stay', 'strong']"
1929,1929,3.0,0.3310999870300293,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['characterize', 'woman', 'girl', 'share', 'story', 'harassment', 'abuse', 'rape', 'scream', 'minimize', 'courageous', 'truth', 'tell', 'imply', 'message', 'solidarity', 'invalidate', 'similar', 'experience', 'boy', 'man', 'unwitt', 'perpetrator']"
1930,1930,23.0,0.4772000014781952,"daughter, social_media, unfortunately, amazing, ashamed, molest, wife, everyday, gender, feed","['discover', 'married', 'predator', 'exponentially', 'bad', 'experience', 'teacher', 'preyed', 'student', 'underage', 'girl', 'renaissance', 'festival', 'perform', 'license', 'suspend', 'elude', 'charge', 'sing', 'christian', 'music', 'high', 'school', 'pic']"
1931,1931,3.0,0.5914999842643738,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['feel', 'way', 'creative', 'writing', 'workshop', 'listen', 'story', 'offer', 'support', 'solidarity']"
1932,1932,3.0,0.267300009727478,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['know', 'woman', 'go', 'be', 'completely', 'ignorant', 'tell', 'people', 'be', 'raise', 'voice', 'wrong', 'way', 'avenue', 'woman', 'stay', 'silent', 'response']"
1933,1933,30.0,0.4099999964237213,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['feminist', 'healer', 'boycotting', 'think', 'brave', 'woman', 'raise', 'voice', 'live', 'present', 'focus', 'past', 'victimhood', 'focus', 'healing', 'pathway', 'instead', 'path', 'ask', 'pic']"
1934,1934,17.0,0.2822999954223633,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['break', 'broke', 'throw', 'wall', 'assault', 'lock', 'bedroom', 'hostage', 'home', 'hour', 'break', 'window', 'former', 'baseball', 'player', 'jersey', 'live', 'manage', 'catering', 'suite']"
1935,1935,27.0,0.37389999628067017,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['richard', 'sodder', 'reason', 'be', 'say', 'school', 'believe', 'professor', 'even', 'staff', 'student', 'witness', 'theatre', 'dept']"
1936,1936,11.0,0.5509999990463257,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['sexually_harass', 'assault', 'post', 'people', 'may', 'understand', 'magnitude', 'issue']"
1937,1937,4.0,0.21559999883174896,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['believe', 'juanita']"
1938,1938,32.0,0.1843000054359436,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['mom', 'boyfriend', 'drive', 'grandma', 'scream', 'entire', 'mile', 'trip', 'yrold', 'protect']"
1939,1939,15.0,0.26840001344680786,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['always', 'mindful', 'sexual', 'assault', 'occur', 'sex', 'age', 'victim', 'twice', 'last', 'husband']"
1940,1940,33.0,0.373199999332428,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['go', 'painful', 'bring', 'life', 'journey', 'hopefully', 'save', 'someone', 'hashtag', 'future']"
1941,1941,33.0,0.1371999979019165,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['yr_old', 'hs', 'flute', 'teacher', 'idolize', 'write', 'come', 'summer', 'ill', 'teach', 'new', 'fingering', 'senior', 'yearbook']"
1942,1942,25.0,0.4408000111579895,"other, exactly, mom, trump, trust, empower, police, black, grow, someone","['camp', 'friend', 'black', 'woke', 'man', 'who', 's', 'name', 'know', 'inside', 'pretend', 'woken']"
1943,1943,32.0,0.5875999927520752,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['campaign', 'america', 'ferrera', 'allege', 'sexually', 'assault']"
1944,1944,17.0,0.3093999922275543,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['time', 'hold', 'hostage', 'bedroom', 'day']"
1945,1945,17.0,0.3028999865055084,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['time', 'hold', 'hostage', 'bedroom', 'day', 'leave', 'work', 'late', 'night']"
1946,1946,19.0,0.31279999017715454,"one, father, leave, college, quiet, run, new, scar, meet, ill","['purchase', 'percentage', 'profit', 'go']"
1947,1947,25.0,0.4499000012874603,"other, exactly, mom, trump, trust, empower, police, black, grow, someone","['social_media', 'movement', 'impact', 'woman', 'nationwide']"
1948,1948,32.0,0.35830000042915344,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['many', 'post', 'responsible', 'arrogant', 'criminal', 'go', 'hide']"
1949,1949,18.0,0.47850000858306885,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['newsweek', 'publish', 'story', 'especially', 'bai', 'headline', 'lack', 'info', 'folllow', 'cool']"
1950,1950,27.0,0.38999998569488525,"sorry, be, bring, sister, tour, female, ass, hug, person, truly",['female']
1951,1951,15.0,0.6194000244140625,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['allow', 'go', 'viral', 'biggest_mistake', 'establishment_ever', 'make', 'caitlin']"
1952,1952,18.0,0.32749998569488525,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['many', 'woman', 'assert', 'also', 'assert', 'citizen', 'owe', 'sex', 'abuse', 'survivor', 'medium', 'circus', 'carnival', 'bark', 'medium', 'complicit', 'year', 'profit', 'scandalous', 'story', 'often', 'lack', 'factual', 'basis']"
1953,1953,0.0,0.26080000400543213,"year, old, first, job, really, later, never, boss, walk, time","['male', 'boss', 'nearly', 'foot', 'tall', 'rub', 'hand', 'face', 'make', 'sure', 'would', 'shave', 'front', 'co', 'worker']"
1954,1954,15.0,0.311599999666214,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['shame', 'hillary', 'tell', 'husband', 'victim', 'believe', 'may', 'make', 'world', 'difference']"
1955,1955,27.0,0.4645000100135803,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['countless', 'man', 'think', 'blow', 'discredit', 'look', 'way']"
1956,1956,33.0,0.5062000155448914,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['many', 'time', 'many', 'story']"
1957,1957,14.0,0.3495999872684479,"girl, comment, kid, different, pay, multiple, watch, group, opinion, hate","['multiple', 'time', 'life']"
1958,1958,1.0,0.29600000381469727,"well, day, ago, lose, pain, who, idea, say, suppose, have","['thank', 'tonight', 'last', 'scene', 'thank']"
1959,1959,22.0,0.6270999908447266,"fight, thread, important, predator, change, real, society, lady, continue, moment","['believe', 'woman', 'finally', 'talk', 'unacceptable', 'disqualifi', 'public', 'office']"
1960,1960,22.0,0.6270999908447266,"fight, thread, important, predator, change, real, society, lady, continue, moment","['believe', 'woman', 'finally', 'talk', 'unacceptable', 'disqualifi', 'public', 'office']"
1961,1961,22.0,0.6270999908447266,"fight, thread, important, predator, change, real, society, lady, continue, moment","['believe', 'woman', 'finally', 'talk', 'unacceptable', 'disqualifi', 'public', 'office']"
1962,1962,22.0,0.5914000272750854,"fight, thread, important, predator, change, real, society, lady, continue, moment","['believe', 'woman', 'unacceptable', 'disqualifi', 'public', 'office']"
1963,1963,25.0,0.5374000072479248,"other, exactly, mom, trump, trust, empower, police, black, grow, someone","['man', 'sexually', 'assault', 'least', 'time', 'attorney', 'know', 'fortunately', 'rap', 'fight']"
1964,1964,23.0,0.6416000127792358,"daughter, social_media, unfortunately, amazing, ashamed, molest, wife, everyday, gender, feed","['sexual', 'assault', 'happen', 'gender', 'admit', 'man', 'allow', 'write', 'social_media']"
1965,1965,33.0,0.428600013256073,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['quit', 'great', 'job', 'take', 'comment', 'guy', 'anymore', 'even', 'term', 'sexual', 'harassment', 'dept']"
1966,1966,27.0,0.33410000801086426,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['everyone', 'america', 'sexually', 'assaulted', 'network', 'cable', 'tv', 'push', 'sexuality', 'person', 'look']"
1967,1967,6.0,0.6100999712944031,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['liar', 'go', 'lie', 'let', 'say', 'question', 'story']"
1968,1968,24.0,0.23250000178813934,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['late', 'book', 'talk']"
1969,1969,24.0,0.23250000178813934,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['late', 'book', 'talk']"
1970,1970,26.0,0.3901999890804291,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop",['tweet']
1971,1971,1.0,0.2921000123023987,"well, day, ago, lose, pain, who, idea, say, suppose, have","['best', 'saw']"
1972,1972,10.0,0.4124999940395355,"something, word, hurt, issue, teacher, common, do, drunk, close, nice","['first', 'job', 'college', 'co', 'worker', 'anytime', 'anywhere']"
1973,1973,33.0,0.19189999997615814,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['angel', 'plead', 'know', 'voice', 'spirit', 'would', 'heavenly', 'never', 'give', 'honor', 'spirit', 'lmkpic']"
1974,1974,10.0,0.27469998598098755,"something, word, hurt, issue, teacher, common, do, drunk, close, nice","['angel', 'plead', 'want', 'go', 'grave', 'angel', 'song', 'go', 'unheard', 'follow', 'will', 'sing', 'songpic']"
1975,1975,10.0,0.3901999890804291,"something, word, hurt, issue, teacher, common, do, drunk, close, nice","['blue', 'angel', 'plead', 'believe', 'let', 'angel', 'inspirational', 'word', 'next', 'move', 'herpic']"
1976,1976,3.0,0.30480000376701355,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['angel', 'story', 'song', 's', 'plead', 'plead', 'story', 'need', 'tell', 'voice', 'would', 'angelic', 'pic']"
1977,1977,11.0,0.3634999990463257,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['suggest', 'friend', 'woman', 'sexually_harass', 'assault']"
1978,1978,3.0,0.40630000829696655,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['let', 'forget', 'many', 'woman', 'could', 'tweet', 'ready']"
1979,1979,8.0,0.47110000252723694,"pic, far, end, could, step, find, yet, good, like, accuse","['take', 'pic']"
1980,1980,19.0,0.4880000054836273,"one, father, leave, college, quiet, run, new, scar, meet, ill","['dad', 'friend', 'hit', 'son', 'college', 'offer', 'trade', 'blowjob']"
1981,1981,3.0,0.31310001015663147,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['never', 'stop']"
1982,1982,3.0,0.2847999930381775,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['woman', 'speak', 'famous', 'predator', 'many', 'average', 'jane', 'feel', 'still', 'voice']"
1983,1983,3.0,0.5267000198364258,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['life', 'america', 'woman', 'long', 'pretty', 'old', 'count', 'number', 'time']"
1984,1984,4.0,0.392300009727478,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit",['pass']
1985,1985,0.0,0.47189998626708984,"year, old, first, job, really, later, never, boss, walk, time","['first', 'time']"
1986,1986,28.0,0.3165999948978424,"listen, always, may, ever, afraid, roy_moore, reason, include, stranger, sound","['thought', 'prayer', 'victim', 'sexual', 'harassment', 'assault', 'include', 'say']"
1987,1987,30.0,0.26820001006126404,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['wish', 'could', 'participate', 'every_single', 'woman', 'experienced', 'trauma', 'awfulness', 'nobody']"
1988,1988,0.0,0.609000027179718,"year, old, first, job, really, later, never, boss, walk, time","['amount', 'money', 'power', 'influence', 'give', 'right', 'touch', 'woman', 'way', 'want', 'touch', 'period']"
1989,1989,13.0,0.48539999127388,"move, list, next, guess, perpetrator, often, retweet, mine, music, weight","['point', 'society', 'look', 'see', 'fair', 'perpetrator', 'take', 'advantage']"
1990,1990,2.0,0.4832000136375427,"heart, break, reach, heartbreak, open, away, put, decade, wish, nearly","['hear', 'people', 'say', 'america', 'country', 'christian', 'belief', 'read', 'story', 'americas', 'role', 'model', 'fail']"
1991,1991,3.0,0.2540999948978424,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['be', 'shock', 'see', 'tweet', 'dad', 'would', 'hug', 'thank', 'always', 'tell', 'respect', 'woman']"
1992,1992,27.0,0.23229999840259552,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['almost', 'female', 'friend', 'endure']"
1993,1993,25.0,0.5317999720573425,"other, exactly, mom, trump, trust, empower, police, black, grow, someone","['assault', 'someone', 'trust', 'believe', 'parent', 'even', 'police']"
1994,1994,4.0,0.2207999974489212,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['friend', 'family', 'woman', 'pass', 'street', 'suffer', 'abuse']"
1995,1995,18.0,0.3124000132083893,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['people', 'believe', 'nothing', 'important', 'satisfaction', 'that', 's', 'demonic']"
1996,1996,22.0,0.1881999969482422,"fight, thread, important, predator, change, real, society, lady, continue, moment","['person', 'ever', 'tell', 'wonderful', 'wife']"
1997,1997,0.0,0.22849999368190765,"year, old, first, job, really, later, never, boss, walk, time","['conversation', 'long', 'past', 'due', 'pastor', 'let', 'make', 'church', 'home', 'safe', 'one']"
1998,1998,17.0,0.20250000059604645,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['express', 'care', 'concern', 'rapp', 'victim', 'lose', 'childhood', 'perp', 'lose', 'season']"
1999,1999,23.0,0.19460000097751617,"daughter, social_media, unfortunately, amazing, ashamed, molest, wife, everyday, gender, feed","['hope', 'spacey', 'get', 'help', 'sexually', 'assault', 'underage', 'teen', 'rapp', 'age', 'matter', 'gender', 'sexuality']"
2000,2000,15.0,0.19679999351501465,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['believe', 'rapp', 'importantly', 'believe', 'thank', 'courage']"
2001,2001,27.0,0.3089999854564667,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['acknowledge', 'tarana_burke', 'tv', 'discuss', 'thank']"
2002,2002,0.0,0.25060001015663147,"year, old, first, job, really, later, never, boss, walk, time","['really', 'terrible', 'first', 'year', 'college', 'resilience', 'look', 'get', 'knock', 'tell', 'story']"
2003,2003,17.0,0.16699999570846558,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['much', 'fact', 'psychiatrist', 'tell', 'be', 'hero', 'simply', 'alive', 'relatively', 'healthy']"
2004,2004,2.0,0.45840001106262207,"heart, break, reach, heartbreak, open, away, put, decade, wish, nearly","['fail', 'victim']"
2005,2005,3.0,0.3192000091075897,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['hashtag', 'enough', 'make', 'change', 'start', 'today', 'huge', 'problem', 'man', 'must', 'better']"
2006,2006,22.0,0.30090001225471497,"fight, thread, important, predator, change, real, society, lady, continue, moment","['story', 'gut', 'wrench', 'sobering', 'thankful', 'woman', 'speak', 'man', 'better', 'listen', 'good', 'world', 'daughter']"
2007,2007,15.0,0.17990000545978546,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['truly', 'open', 'closed', 'idea', 'share', 'move', 'forward', 'empowering']"
2008,2008,12.0,0.3443000018596649,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['late', 'compufirm', 'tech', 'shout']"
2009,2009,12.0,0.3443000018596649,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['late', 'compufirm', 'tech', 'shout']"
2010,2010,12.0,0.3443000018596649,"care, harvey_weinstein, conversation, begin, together, else, join, behavior, little, suffer","['late', 'compufirm', 'tech', 'shout']"
2011,2011,3.0,0.3154999911785126,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['woman', 'seem', 'give', 'many', 'free', 'license', 'loud', 'ashamed', 'even', 'think']"
2012,2012,3.0,0.4957999885082245,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['experience', 'pic']"
2013,2013,17.0,0.19499999284744263,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['write', 'month', 'ago', 'seem', 'appropriate', 'repost']"
2014,2014,11.0,0.46970000863075256,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['woman', 'who', 'have', 'sexually_harass', 'assault', 'tweet', 'might_give', 'people', 'inkl', 'magnitude', 'problem']"
2015,2015,1.0,0.26919999718666077,"well, day, ago, lose, pain, who, idea, say, suppose, have","['yard', 'work', 'day', 'east']"
2016,2016,27.0,0.2612000107765198,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['sorry', 'alyssa']"
2017,2017,3.0,0.3102000057697296,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['what', 's', 'devastate', 'personally', 'happen', 'also', 'year', 'graduate', 'high_school', 'earlier', 'mention', 'also', 'victim', 'sexual', 'assault', 'stand', 'beverly', 'young', 'nelson']"
2018,2018,26.0,0.20819999277591705,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop","['bless', 'pray', 'healing', 'thank', 'service']"
2019,2019,29.0,0.33169999718666077,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['years_ago', 'sexually', 'assault', 'young', 'teenager', 'never', 'report', 'time', 'anyone', 'understand', 'assault', 'speak', 'mean', 'happen']"
2020,2020,30.0,0.27889999747276306,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['remarkable', 'story', 'brave', 'rise', 'missouri', 'political', 'star', 'tell', 'story', 'shine', 'light', 'sexual', 'assault']"
2021,2021,13.0,0.3294000029563904,"move, list, next, guess, perpetrator, often, retweet, mine, music, weight","['thank', 'alyssa', 'make', 'difference']"
2022,2022,24.0,0.2694999873638153,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['congresswoman', 'describe', 'sexual', 'assault', 'video']"
2023,2023,32.0,0.3882000148296356,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['messenger', 'louis', 'attorney', 'head', 'court', 'tell', 'story']"
2024,2024,18.0,0.35249999165534973,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['senator', 'say', 'mccaskill', 'other', 'share', 'story', 'sexual', 'harassment']"
2025,2025,3.0,0.2485000044107437,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['alyssa_milano', 'promote', 'hashtag', 'become', 'anti', 'harassment', 'rallying_cry']"
2026,2026,17.0,0.3140999972820282,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['man', 'love', 'woman', 'hear', 'god', 'bless', 'carrie']"
2027,2027,30.0,0.42820000648498535,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['social_media', 'flood', 'personal', 'story', 'assault']"
2028,2028,7.0,0.4569999873638153,"thank, man, respond, side, trauma, brave, realize, wake, easy, hit","['man', 'respond']"
2029,2029,11.0,0.29249998927116394,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['harvey_weinstein', 'case', 'move', 'thousand', 'tell', 'story', 'abuse', 'break', 'silence']"
2030,2030,17.0,0.30979999899864197,"harass, say, sexually, almost, seem, ask, guy, woman, place, think","['social_media', 'feed', 'fill', 'seem', 'sadly', 'woman', 'say', 'support', 'brave', 'woman', 'scourge', 'go']"
2031,2031,15.0,0.2393999993801117,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['hear', 'break', 'heart', 'behavior', 'irritate', 'brave', 'people', 'help', 'stop', 'solidarity']"
2032,2032,7.0,0.3910999894142151,"thank, man, respond, side, trauma, brave, realize, wake, easy, hit",['man']
2033,2033,0.0,0.271699994802475,"year, old, first, job, really, later, never, boss, walk, time","['boss', 'proposition', 'sex', 'job', 'depend']"
2034,2034,0.0,0.15809999406337738,"year, old, first, job, really, later, never, boss, walk, time","['sale', 'meeting', 'sale', 'rep', 'offer', 'walk', 'car', 'grab', 'try', 'kiss', 'kneed', 'groin', 'take']"
2035,2035,3.0,0.2727000117301941,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['proud', 'amazed', 'come', 'story']"
2036,2036,11.0,0.29120001196861267,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['thank', 'tippi', 'hedren', 'bravery']"
2037,2037,7.0,0.29789999127388,"thank, man, respond, side, trauma, brave, realize, wake, easy, hit","['thank', 'lupita', 'nyongo', 'brave']"
2038,2038,11.0,0.296999990940094,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['thank', 'bravery', 'cristina', 'garcia']"
2039,2039,11.0,0.260699987411499,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['thank', 'reese', 'witherspoon', 'bravery']"
2040,2040,29.0,0.5101000070571899,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['let', 'man', 'law']"
2041,2041,6.0,0.5306000113487244,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['call', 'something', 'fake', 'mean', 'true', 'call', 'accuser', 'liar', 'change', 'say']"
2042,2042,3.0,0.3815000057220459,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['let', 'tweet', 'reminder', 'time', 'could', 'step', 'speak', 'someone', 'need', 'good']"
2043,2043,3.0,0.33379998803138733,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'speak', 'sadly', 'many', 'woman', 'similar', 'experience']"
2044,2044,22.0,0.3928000032901764,"fight, thread, important, predator, change, real, society, lady, continue, moment",['thread']
2045,2045,29.0,0.2615000009536743,"boy, young, sad, happen, age, abuser, learn, anything, man, grope","['make', 'sure', 'daughter', 'granddaughter', 'belong', 'church', 'support', 'abuser']"
2046,2046,33.0,0.28540000319480896,"campaign, many, time, week, come_forward, alyssa_milano, teach, black_woman, woman, white","['people', 'understand', 'safe', 'woman', 'come_forward', 'abuser', 'huge', 'mass', 'shooting', 'domestic_violence', 'relate']"
2047,2047,15.0,0.16030000150203705,"world, go, truth, wait, allow, courage, date, finally, rape, viral","['missouris', 'gop', 'congressman', 'bill', 'long', 'spread', 'hoax', 'rather', 'believe', 'woman', 'horrible', 'abuse']"
2048,2048,30.0,0.41119998693466187,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['proud', 'friend', 'rep', 'sen', 'many', 'other']"
2049,2049,6.0,0.17020000517368317,"trend, action, violence, sexual, proud, survivor, male, accuser, liar, question","['rage', 'gen', 'kelly', 'slam', 'congresswoman', 'wilson', 'sexist', 'racist', 'pure', 'bs', 'say', 'fellow']"
2050,2050,20.0,0.23430000245571136,"actually, agree, love, inspire, country, rise, twice, asshole, entire, club","['sexual', 'harassment', 'also', 'rampant', 'state', 'legislature', 'include', 'mo']"
2051,2051,3.0,0.2637999951839447,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'give', 'freedom', 'speak', 'behalf', 'woman']"
2052,2052,3.0,0.4196999967098236,"woman, hashtag, speak, know, movement, many, experience, talk, story, name",['woman']
2053,2053,20.0,0.11999999731779099,"actually, agree, love, inspire, country, rise, twice, asshole, entire, club","['age', 'color', 'profession', 'zip', 'code', 'party', 'gop', 'woman', 'assault', 'rap', 'impregnate', 'abortion']"
2054,2054,31.0,0.2485000044107437,"stand, enough, power, anyone, industry, home, whole, back, heal, lucky","['mostly', 'silent', 'bc', 'feel', 'harassment', 'bad', 'enough', 'horrify', 'other', 'endure']"
2055,2055,4.0,0.3271999955177307,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['survivor', 'anywhere', 'anytime', 'support', 'victim', 'sexual', 'abuse']"
2056,2056,31.0,0.2703000009059906,"stand, enough, power, anyone, industry, home, whole, back, heal, lucky","['whole', 'clip']"
2057,2057,30.0,0.3467999994754791,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['check', 'watch', 'woman', 'speak', 'word', 'speak', 'today', 'wish', 'thank', 'pic']"
2058,2058,3.0,0.4803999960422516,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['thank', 'talk', 'tonight', 'feel', 'need', 'keep', 'convo', 'go', 'go', 'stop', 'rap']"
2059,2059,27.0,0.3174999952316284,"sorry, be, bring, sister, tour, female, ass, hug, person, truly","['be', 'sorry', 'understand']"
2060,2060,32.0,0.24529999494552612,"maybe, wrong, justice, already, message, system, head, dress, senate, pervasive","['million', 'maybe', 'even']"
2061,2061,26.0,0.30649998784065247,"read, wonder, tweet, must, child, follow, ignore, grateful, protect, stop","['accuse', 'child', 'sexual', 'assault', 'headline', 'read', 'attempt', 'sex', 'child']"
2062,2062,18.0,0.20280000567436218,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['story', 'story', 'story', 'rape', 'sexual', 'assault', 'share', 'thread', 'dam', 'break', 'victim', 'longer', 'silent']"
2063,2063,14.0,0.31929999589920044,"girl, comment, kid, different, pay, multiple, watch, group, opinion, hate","['assault', 'multiple', 'occasion', 'day', 'happen']"
2064,2064,4.0,0.19099999964237213,"alone, believe, support, turn, respect, fault, ppl, party, survivor, shit","['drugge', 'frat', 'party', 'college', 'thank', 'friend', 'assault', 'nothing', 'wrong']"
2065,2065,24.0,0.2353000044822693,"mean, hear, everywhere, son, trigger, understand, grab, spread, sexual, dear","['brave', 'powerful', 'may', 'also', 'trigger', 'lie', 'bare', 'personal', 'start', 'movement', 'pic']"
2066,2066,11.0,0.25609999895095825,"sexually_harass, write, hollywood, true, problem, magnitude, march, woman, assault, status","['listen', 'people', 'magnitude', 'ignore']"
2067,2067,30.0,0.16179999709129333,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['case', 'sure', 'important', 'here', 'norm', 'woman', 'level', 'power', 'survivor']"
2068,2068,2.0,0.21539999544620514,"heart, break, reach, heartbreak, open, away, put, decade, wish, nearly","['club', 'none', 'want', 'part', 'initiate', 'rite', 'passage']"
2069,2069,28.0,0.24150000512599945,"listen, always, may, ever, afraid, roy_moore, reason, include, stranger, sound","['never', 'catch', 'else', 'ever', 'see']"
2070,2070,0.0,0.21050000190734863,"year, old, first, job, really, later, never, boss, walk, time","['walk', 'junior', 'high', 'see', 'familiar', 'car', 'filling', 'station', 'lock', 'eye', 'next', 'day', 'back', 'house']"
2071,2071,2.0,0.25049999356269836,"heart, break, reach, heartbreak, open, away, put, decade, wish, nearly","['grader', 'follow', 'school', 'park', 'outside', 'house', 'see', 'disappear', 'begin', 'th_grade']"
2072,2072,3.0,0.3061999976634979,"woman, hashtag, speak, know, movement, many, experience, talk, story, name","['join', 'discuss', 'way', 'fight']"
2073,2073,28.0,0.2240000069141388,"listen, always, may, ever, afraid, roy_moore, reason, include, stranger, sound","['trust', 'man', 'pool', 'fondle', 'genitalia', 'whisper', 'daddy', 'make', 'love', 'ear', 'forcibly', 'rape', 'perhaps']"
2074,2074,5.0,0.18889999389648438,"late, daily, longer, claim, america, treat, explain, actress, history, address","['irony', 'harass', 'hotel', 'depart', 'predator', 'stay', 'pre', 'company', 'want', 'nothing', 'respond']"
2075,2075,30.0,0.17730000615119934,"strong, today, send, instead, personal, flood, lead, sometimes, story, affect","['rupert', 'lachlan', 'jame', 'aid', 'abet', 'sexual', 'harassment', 'personal', 'profit', 'accountability']"
2076,2076,18.0,0.28870001435279846,"share, story, also, harassment, sex, s, want, sadly, attention, senator","['cry', 'many', 'story', 'share', 'thank', 'share', 'eloquently']"
